,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Sigma - kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Sigma - frac,Lambda frac,Sigma 0 frac
295,3.22000000,45.34339185,-9.50967739,43.24584341,-0.00000000,401.14341549,294.24445608,138.93699287,90.23206518,280.45421104,0.00000000,0.00000000,0.57590567,0.22728837,0.02392798,0.00655443,0.19680596,0.00000000,0.00000000
296,3.23000000,45.40582670,-9.49429963,43.33968183,0.00000000,401.28025127,294.74129323,138.69064719,89.85228554,281.10004357,0.00000000,0.00000000,0.57471040,0.22773441,0.02372724,0.00645198,0.19755519,0.00000000,0.00000000
297,3.24000000,45.46814619,-9.47886344,43.43349472,-0.00000000,401.41669054,295.23681839,138.44360944,89.47050126,281.74314516,0.00000000,0.00000000,0.57352122,0.22817852,0.02352783,0.00635043,0.19830026,0.00000000,0.00000000
298,3.25000000,45.53035078,-9.46336900,43.52728248,-0.00000000,401.55273561,295.73104220,138.19588087,89.08669424,282.38354295,0.00000000,0.00000000,0.57233806,0.22862073,0.02332975,0.00624976,0.19904121,0.00000000,0.00000000
299,3.26000000,45.59244094,-9.44781646,43.62104548,-0.00000000,401.68838876,296.22397517,137.94746269,88.70084589,283.02126363,0.00000000,0.00000000,0.57116088,0.22906105,0.02313299,0.00614998,0.19977807,0.00000000,0.00000000
300,3.27000000,45.65441713,-9.43220598,43.71478411,-0.00000000,401.82365224,296.71562770,137.69835609,88.31293716,283.65633345,0.00000000,0.00000000,0.56998964,0.22949949,0.02293753,0.00605109,0.20051087,0.00000000,0.00000000
301,3.28000000,45.71627980,-9.41653771,43.80849876,0.00000000,401.95852826,297.20601007,137.44856226,87.92294846,284.28877822,0.00000000,0.00000000,0.56882427,0.22993609,0.02274338,0.00595307,0.20123964,0.00000000,0.00000000
302,3.29000000,45.77802940,-9.40081181,43.90218980,-0.00000000,402.09301905,297.69513245,137.19808234,87.53085969,284.91862332,0.00000000,0.00000000,0.56766474,0.23037085,0.02255051,0.00585593,0.20196441,0.00000000,0.00000000
303,3.30000000,45.83966639,-9.38502843,43.99585760,0.00000000,402.22712678,298.18300487,136.94691748,87.13665019,285.54589373,0.00000000,0.00000000,0.56651101,0.23080379,0.02235893,0.00575966,0.20268520,0.00000000,0.00000000
304,3.31000000,45.90119119,-9.36918771,44.08950253,-0.00000000,402.36085362,298.66963727,136.69506878,86.74029876,286.17061401,0.00000000,0.00000000,0.56536301,0.23123494,0.02216863,0.00566426,0.20340205,0.00000000,0.00000000
305,3.32000000,45.96260427,-9.35328980,44.18312497,-0.00000000,402.49420169,299.15503947,136.44253736,86.34178363,286.79280833,0.00000000,0.00000000,0.56422071,0.23166430,0.02197959,0.00556972,0.20411499,0.00000000,0.00000000
306,3.33000000,46.02390604,-9.33733485,44.27672529,0.00000000,402.62717312,299.63922118,136.18932428,85.94108242,287.41250047,0.00000000,0.00000000,0.56308406,0.23209189,0.02179180,0.00547604,0.20482405,0.00000000,0.00000000
307,3.34000000,46.08509694,-9.32132298,44.37030385,-0.00000000,402.75976999,300.12219200,135.93543061,85.53817215,288.02971383,0.00000000,0.00000000,0.56195302,0.23251774,0.02160527,0.00538321,0.20552925,0.00000000,0.00000000
308,3.35000000,46.14617741,-9.30525436,44.46386101,0.00000000,402.89199439,300.60396143,135.68085738,85.13302920,288.64447143,0.00000000,0.00000000,0.56082753,0.23294185,0.02141998,0.00529124,0.20623062,0.00000000,0.00000000
309,3.36000000,46.20714787,-9.28912910,44.55739713,-0.00000000,403.02384836,301.08453887,135.42560563,84.72562930,289.25679595,0.00000000,0.00000000,0.55970757,0.23336424,0.02123593,0.00520012,0.20692819,0.00000000,0.00000000
310,3.37000000,46.26800874,-9.27294734,44.65091258,0.00000000,403.15533393,301.56393358,135.16967636,84.31594752,289.86670969,0.00000000,0.00000000,0.55859308,0.23378493,0.02105310,0.00510984,0.20762199,0.00000000,0.00000000
311,3.38000000,46.32876044,-9.25670923,44.74440772,0.00000000,403.28645312,302.04215478,134.91307055,83.90395822,290.47423461,0.00000000,0.00000000,0.55748402,0.23420394,0.02087150,0.00502041,0.20831204,0.00000000,0.00000000
312,3.39000000,46.38940339,-9.24041487,44.83788289,-0.00000000,403.41720792,302.51921154,134.65578917,83.48963503,291.07939233,0.00000000,0.00000000,0.55638035,0.23462128,0.02069110,0.00493181,0.20899837,0.00000000,0.00000000
313,3.40000000,46.44993799,-9.22406442,44.93133845,-0.00000000,403.54760030,302.99511284,134.39783319,83.07295087,291.68220414,0.00000000,0.00000000,0.55528202,0.23503697,0.02051191,0.00484405,0.20968101,0.00000000,0.00000000
314,3.41000000,46.51036467,-9.20765798,45.02477475,0.00000000,403.67763221,303.46986759,134.13920353,82.65387784,292.28269099,0.00000000,0.00000000,0.55418900,0.23545102,0.02033392,0.00475711,0.21035999,0.00000000,0.00000000
315,3.42000000,46.57068383,-9.19119568,45.11819214,-0.00000000,403.80730558,303.94348459,133.87990111,82.23238730,292.88087352,0.00000000,0.00000000,0.55310124,0.23586344,0.02015711,0.00467101,0.21103532,0.00000000,0.00000000
316,3.43000000,46.63089586,-9.17467766,45.21159098,0.00000000,403.93662234,304.41597252,133.61992683,81.80844973,293.47677205,0.00000000,0.00000000,0.55201870,0.23627426,0.01998149,0.00458573,0.21170704,0.00000000,0.00000000
317,3.44000000,46.69100117,-9.15810402,45.30497159,-0.00000000,404.06558436,304.88734002,133.35928159,81.38203479,294.07040660,0.00000000,0.00000000,0.55094134,0.23668348,0.01980704,0.00450127,0.21237517,0.00000000,0.00000000
318,3.45000000,46.75100017,-9.14147488,45.39833434,0.00000000,404.19419355,305.35759559,133.09796625,80.95311124,294.66179689,0.00000000,0.00000000,0.54986913,0.23709113,0.01963376,0.00441763,0.21303974,0.00000000,0.00000000
319,3.46000000,46.81089323,-9.12479036,45.49167956,-0.00000000,404.32245174,305.82674767,132.83598166,80.52164692,295.25096233,0.00000000,0.00000000,0.54880201,0.23749722,0.01946163,0.00433481,0.21370077,0.00000000,0.00000000
320,3.47000000,46.87068076,-9.10805058,45.58500759,-0.00000000,404.45036080,306.29480461,132.57332866,80.08760873,295.83792205,0.00000000,0.00000000,0.54773996,0.23790175,0.01929067,0.00425280,0.21435829,0.00000000,0.00000000
321,3.48000000,46.93036315,-9.09125564,45.67831877,0.00000000,404.57792253,306.76177465,132.31000807,79.65096256,296.42269491,0.00000000,0.00000000,0.54668294,0.23830475,0.01912084,0.00417159,0.21501231,0.00000000,0.00000000
322,3.49000000,46.98994077,-9.07440566,45.77161344,-0.00000000,404.70513876,307.22766598,132.04602070,79.21167327,297.00529945,0.00000000,0.00000000,0.54563089,0.23870623,0.01895216,0.00409120,0.21566287,0.00000000,0.00000000
323,3.50000000,47.04941402,-9.05750075,45.86489194,-0.00000000,404.83201126,307.69248669,131.78136733,78.76970469,297.58575399,0.00000000,0.00000000,0.54458380,0.23910621,0.01878461,0.00401160,0.21631000,0.00000000,0.00000000
324,3.51000000,47.10878327,-9.04054101,45.95815460,-0.00000000,404.95854182,308.15624478,131.51604875,78.32501949,298.16407654,0.00000000,0.00000000,0.54354161,0.23950469,0.01861819,0.00393281,0.21695370,0.00000000,0.00000000
325,3.52000000,47.16804891,-9.02352654,46.05140175,0.00000000,405.08473219,308.61894817,131.25006570,77.87757922,298.74028488,0.00000000,0.00000000,0.54250430,0.23990170,0.01845288,0.00385481,0.21759401,0.00000000,0.00000000
326,3.53000000,47.22721130,-9.00645746,46.14463373,0.00000000,405.21058412,309.08060472,130.98341892,77.42734422,299.31439651,0.00000000,0.00000000,0.54147182,0.24029724,0.01828869,0.00377761,0.21823095,0.00000000,0.00000000
327,3.54000000,47.28627082,-8.98933385,46.23785086,-0.00000000,405.33609933,309.54122219,130.71610916,76.97427358,299.88642867,0.00000000,0.00000000,0.54044414,0.24069133,0.01812560,0.00370119,0.21886454,0.00000000,0.00000000
328,3.55000000,47.34522785,-8.97215583,46.33105348,0.00000000,405.46127953,310.00080827,130.44813711,76.51832510,300.45639839,0.00000000,0.00000000,0.53942122,0.24108398,0.01796361,0.00362557,0.21949480,0.00000000,0.00000000
329,3.56000000,47.40408275,-8.95492348,46.42424192,0.00000000,405.58612641,310.45937058,130.17950348,76.05945520,301.02432242,0.00000000,0.00000000,0.53840303,0.24147520,0.01780271,0.00355073,0.22012176,0.00000000,0.00000000
330,3.57000000,47.46283588,-8.93763690,46.51741650,-0.00000000,405.71064167,310.91691666,129.91020894,75.59761892,301.59021729,0.00000000,0.00000000,0.53738953,0.24186502,0.01764289,0.00347668,0.22074545,0.00000000,0.00000000
331,3.58000000,47.52148762,-8.92029620,46.61057754,-0.00000000,405.83482695,311.37345397,129.64025416,75.13276980,302.15409928,0.00000000,0.00000000,0.53638069,0.24225344,0.01748416,0.00340340,0.22136587,0.00000000,0.00000000
332,3.59000000,47.58003831,-8.90290145,46.70372538,-0.00000000,405.95868391,311.82898992,129.36963979,74.66485987,302.71598445,0.00000000,0.00000000,0.53537647,0.24264047,0.01732650,0.00333091,0.22198306,0.00000000,0.00000000
333,3.60000000,47.63848833,-8.88545275,46.79686034,0.00000000,406.08221419,312.28353181,129.09836647,74.19383954,303.27588865,0.00000000,0.00000000,0.53437684,0.24302613,0.01716991,0.00325919,0.22259703,0.00000000,0.00000000
334,3.61000000,47.69683802,-8.86795019,46.88998274,-0.00000000,406.20541941,312.73708692,128.82643481,73.71965754,303.83382747,0.00000000,0.00000000,0.53338176,0.24341043,0.01701437,0.00318824,0.22320781,0.00000000,0.00000000
335,3.62000000,47.75508774,-8.85039386,46.98309290,-0.00000000,406.32830117,313.18966242,128.55384543,73.24226085,304.38981631,0.00000000,0.00000000,0.53239120,0.24379338,0.01685990,0.00311806,0.22381542,0.00000000,0.00000000
336,3.63000000,47.81323785,-8.83278384,47.07619114,0.00000000,406.45086107,313.64126543,128.28059890,72.76159464,304.94387035,0.00000000,0.00000000,0.53140513,0.24417500,0.01670646,0.00304865,0.22441988,0.00000000,0.00000000
337,3.64000000,47.87128869,-8.81512022,47.16927779,-0.00000000,406.57310069,314.09190301,128.00669581,72.27760215,305.49600455,0.00000000,0.00000000,0.53042351,0.24455529,0.01655407,0.00298001,0.22502120,0.00000000,0.00000000
338,3.65000000,47.92924061,-8.79740307,47.26235317,-0.00000000,406.69502159,314.54158214,127.73213671,71.79022460,306.04623367,0.00000000,0.00000000,0.52944631,0.24493427,0.01640272,0.00291213,0.22561942,0.00000000,0.00000000
339,3.66000000,47.98709396,-8.77963248,47.35541759,0.00000000,406.81662532,314.99030975,127.45692214,71.29940114,306.59457228,0.00000000,0.00000000,0.52847350,0.24531196,0.01625240,0.00284502,0.22621454,0.00000000,0.00000000
340,3.67000000,48.04484909,-8.76180852,47.44847137,-0.00000000,406.93791343,315.43809269,127.18105264,70.80506867,307.14103472,0.00000000,0.00000000,0.52750505,0.24568835,0.01610310,0.00277866,0.22680660,0.00000000,0.00000000
341,3.68000000,48.10250633,-8.74393128,47.54151484,-0.00000000,407.05888744,315.88493776,126.90452870,70.30716184,307.68563515,0.00000000,0.00000000,0.52654092,0.24606348,0.01595481,0.00271306,0.22739560,0.00000000,0.00000000
342,3.69000000,48.16006604,-8.72600082,47.63454831,0.00000000,407.17954886,316.33085171,126.62735084,69.80561281,308.22838753,0.00000000,0.00000000,0.52558108,0.24643734,0.01580754,0.00264821,0.22798158,0.00000000,0.00000000
343,3.70000000,48.21752854,-8.70801722,47.72757209,0.00000000,407.29989920,316.77584121,126.34951952,69.30035124,308.76930565,0.00000000,0.00000000,0.52462551,0.24680995,0.01566128,0.00258412,0.22856454,0.00000000,0.00000000
344,3.71000000,48.27489417,-8.68998056,47.82058652,0.00000000,407.41993995,317.21991287,126.07103521,68.79130409,309.30840308,0.00000000,0.00000000,0.52367417,0.24718131,0.01551602,0.00252078,0.22914452,0.00000000,0.00000000
345,3.72000000,48.33216327,-8.67189090,47.91359189,-0.00000000,407.53967258,317.66307328,125.79189835,68.27839549,309.84569322,0.00000000,0.00000000,0.52272703,0.24755145,0.01537175,0.00245819,0.22972152,0.00000000,0.00000000
346,3.73000000,48.38933618,-8.65374830,48.00658854,0.00000000,407.65909855,318.10532893,125.51210938,67.76154663,310.38118930,0.00000000,0.00000000,0.52178406,0.24792038,0.01522847,0.00239634,0.23029556,0.00000000,0.00000000
347,3.74000000,48.44641323,-8.63555285,48.09957677,-0.00000000,407.77821932,318.54668627,125.23166871,67.24067555,310.91490434,0.00000000,0.00000000,0.52084523,0.24828809,0.01508617,0.00233525,0.23086667,0.00000000,0.00000000
348,3.75000000,48.50339475,-8.61730459,48.19255691,-0.00000000,407.89703634,318.98715171,124.95057673,66.71569700,311.44685122,0.00000000,0.00000000,0.51991052,0.24865462,0.01494486,0.00227489,0.23143487,0.00000000,0.00000000
349,3.76000000,48.56028107,-8.59900360,48.28552926,0.00000000,408.01555103,319.42673159,124.66883383,66.18652225,311.97704261,0.00000000,0.00000000,0.51897988,0.24901995,0.01480451,0.00221528,0.23200016,0.00000000,0.00000000
350,3.77000000,48.61707252,-8.58064994,48.37849416,-0.00000000,408.13376480,319.86543220,124.38644036,65.65305891,312.50549104,0.00000000,0.00000000,0.51805330,0.24938412,0.01466513,0.00215641,0.23256258,0.00000000,0.00000000
351,3.78000000,48.67376942,-8.56224366,48.47145192,-0.00000000,408.25167908,320.30325980,124.10339666,65.11521068,313.03220885,0.00000000,0.00000000,0.51713075,0.24974712,0.01452672,0.00209828,0.23312213,0.00000000,0.00000000
352,3.79000000,48.73037210,-8.54378482,48.56440285,-0.00000000,408.36929525,320.74022057,123.81970306,64.57287717,313.55720822,0.00000000,0.00000000,0.51621219,0.25010898,0.01438925,0.00204089,0.23367883,0.00000000,0.00000000
353,3.80000000,48.78688090,-8.52527347,48.65734728,-0.00000000,408.48661471,321.17632068,123.53535987,64.02595362,314.08050116,0.00000000,0.00000000,0.51529759,0.25046969,0.01425274,0.00198423,0.23423271,0.00000000,0.00000000
354,3.81000000,48.84329613,-8.50670968,48.75028552,-0.00000000,408.60363882,321.61156620,123.25036736,63.47433067,314.60209952,0.00000000,0.00000000,0.51438694,0.25082927,0.01411718,0.00192831,0.23478378,0.00000000,0.00000000
355,3.82000000,48.89961811,-8.48809349,48.84321790,-0.00000000,408.72036896,322.04596322,122.96472581,62.91789406,315.12201499,0.00000000,0.00000000,0.51348020,0.25118774,0.01398255,0.00187313,0.23533206,0.00000000,0.00000000
356,3.83000000,48.95584717,-8.46942495,48.93614473,-0.00000000,408.83680648,322.47951773,122.67843546,62.35652433,315.64025911,0.00000000,0.00000000,0.51257735,0.25154510,0.01384886,0.00181868,0.23587756,0.00000000,0.00000000
357,3.84000000,49.01198363,-8.45070411,49.02906634,-0.00000000,408.95295272,322.91223570,122.39149653,61.79009649,316.15684324,0.00000000,0.00000000,0.51167835,0.25190135,0.01371610,0.00176495,0.23642030,0.00000000,0.00000000
358,3.85000000,49.06181074,-8.43401765,49.11166836,0.00000000,409.05596178,323.29621891,122.13586705,61.28219660,316.61469528,33.80815098,0.00000000,0.51073506,0.25214442,0.01359494,0.00171732,0.23683217,0.00028834,0.00000000
359,3.86000000,49.11012826,-8.41777393,49.19187968,-0.00000000,409.15577545,323.66848064,121.88713500,60.78495932,317.05807564,44.17900630,0.00000000,0.50978491,0.25236094,0.01347704,0.00167151,0.23721239,0.00064175,0.00000000
360,3.87000000,49.15688052,-8.40199741,49.26959770,-0.00000000,409.25228583,324.02860196,121.64566432,60.29929724,317.48653236,52.31061843,0.00000000,0.50882753,0.25254996,0.01336248,0.00162755,0.23755992,0.00106259,0.00000000
361,3.88000000,49.20241158,-8.38657705,49.34538540,-0.00000000,409.34620944,324.37924191,121.40974599,59.82193596,317.90327032,59.18143307,0.00000000,0.50786562,0.25271770,0.01325065,0.00158510,0.23788195,0.00153473,0.00000000
362,3.89000000,49.24692718,-8.37144710,49.41957824,-0.00000000,409.43797555,324.72199172,121.17836707,59.35094140,318.31021297,65.21683582,0.00000000,0.50690081,0.25286791,0.01314117,0.00154398,0.23818277,0.00204851,0.00000000
363,3.90000000,49.29056703,-8.35656333,49.49240332,0.00000000,409.52787622,325.05793293,120.95084506,58.88501100,318.70867103,70.64720693,0.00000000,0.50593418,0.25300315,0.01303378,0.00150403,0.23846533,0.00259734,0.00000000
364,3.91000000,49.33343336,-8.34189363,49.56402633,-0.00000000,409.61612548,325.38785748,120.72668427,58.42319654,319.09960655,75.61383981,0.00000000,0.50496654,0.25312526,0.01292830,0.00146517,0.23873180,0.00317640,0.00000000
365,3.92000000,49.37560478,-8.32741352,49.63457430,0.00000000,409.70288819,325.71237474,120.50550620,57.96477054,319.48376147,80.21072464,0.00000000,0.50399848,0.25323570,0.01282457,0.00142730,0.23898383,0.00378198,0.00000000
366,3.93000000,49.41714389,-8.31310364,49.70414821,0.00000000,409.78829586,326.03197056,120.28701129,57.50915306,319.86172857,84.50409106,0.00000000,0.50303050,0.25333561,0.01272248,0.00139036,0.23922277,0.00441112,0.00000000
367,3.94000000,49.45810197,-8.29894827,49.77283046,0.00000000,409.87245630,326.34704282,120.07095595,57.05586791,320.23399425,88.54266166,0.00000000,0.50206298,0.25342593,0.01262193,0.00135429,0.23944970,0.00506139,0.00000000
368,3.95000000,49.49852185,-8.28493436,49.84068977,-0.00000000,409.95545972,326.65792427,119.85713783,56.60451474,320.60096611,92.36350075,0.00000000,0.50109625,0.25350745,0.01252284,0.00131906,0.23966555,0.00573076,0.00000000
369,3.96000000,49.53843993,-8.27105089,49.90778444,0.00000000,410.03738291,326.96489798,119.64538593,56.15475025,320.96299144,95.99557040,0.00000000,0.50013056,0.25358083,0.01242513,0.00128461,0.23987109,0.00641751,0.00000000
370,3.97000000,49.57788761,-8.25728842,49.97416459,0.00000000,410.11829216,327.26820805,119.43555372,55.70627516,321.32037030,99.46200434,0.00000000,0.49916616,0.25364667,0.01232874,0.00125092,0.24006701,0.00712015,0.00000000
371,3.98000000,49.61689226,-8.24363878,50.03987383,-0.00000000,410.19824532,327.56806753,119.22751410,55.25882479,321.67336499,102.78162295,0.00000000,0.49820324,0.25370547,0.01223361,0.00121795,0.24025391,0.00783739,0.00000000
372,3.99000000,49.65547799,-8.23009482,50.10495052,-0.00000000,410.27729343,327.86466417,119.02115573,54.81216207,322.02220699,105.96997737,0.00000000,0.49724196,0.25375766,0.01213970,0.00118568,0.24043229,0.00856809,0.00000000
373,4.00000000,49.69366623,-8.21665021,50.16942864,0.00000000,410.35548188,328.15816485,118.81638023,54.36607223,322.36710242,109.04009006,0.00000000,0.49628249,0.25380366,0.01204695,0.00115407,0.24060263,0.00931123,0.00000000
374,4.01000000,49.73147614,-8.20329934,50.23333857,0.00000000,410.43285134,328.44871905,118.61309998,53.92035875,322.70823610,112.00299307,0.00000000,0.49532494,0.25384380,0.01195534,0.00112311,0.24076536,0.01006590,0.00000000
375,4.02000000,49.76892500,-8.19003716,50.29670761,0.00000000,410.50943848,328.73646149,118.41123646,53.47484007,323.04577488,114.86812766,0.00000000,0.49436943,0.25387843,0.01186481,0.00109277,0.24092084,0.01083131,0.00000000
376,4.03000000,49.80602846,-8.17685915,50.35956047,0.00000000,410.58527660,329.02151432,118.21071886,53.02934709,323.37987024,117.64364655,0.00000000,0.49341607,0.25390781,0.01177535,0.00106305,0.24106942,0.01160670,0.00000000
377,4.04000000,49.84280078,-8.16376119,50.42191960,-0.00000000,410.66039602,329.30398887,118.01148296,52.58372097,323.71066039,120.33664620,0.00000000,0.49246494,0.25393223,0.01168691,0.00103391,0.24121142,0.01239141,0.00000000
378,4.05000000,49.87925502,-8.15073954,50.48380551,0.00000000,410.73482454,329.58398708,117.81347031,52.13781149,324.03827203,122.95334809,0.00000000,0.49151613,0.25395192,0.01159947,0.00100534,0.24134712,0.01318482,0.00000000
379,4.06000000,49.91540316,-8.13779079,50.54523703,0.00000000,410.80858773,329.86160268,117.61662741,51.69147554,324.36282182,125.49924185,0.00000000,0.49056971,0.25396711,0.01151300,0.00097732,0.24147679,0.01398639,0.00000000
380,4.07000000,49.95125628,-8.12491179,50.60623150,0.00000000,410.88170920,330.13692217,117.42090514,51.24457596,324.68441752,127.97919978,0.00000000,0.48962574,0.25397800,0.01142747,0.00094986,0.24160068,0.01479558,0.00000000
381,4.08000000,49.98682461,-8.11209966,50.66680493,0.00000000,410.95421084,330.41002569,117.22625823,50.79698042,325.00315907,130.39756932,0.00000000,0.48868427,0.25398479,0.01134287,0.00092292,0.24171901,0.01561193,0.00000000
382,4.09000000,50.02211767,-8.09935173,50.72697218,-0.00000000,411.02611296,330.68098768,117.03264481,50.34856058,325.31913938,132.75824849,0.00000000,0.48774537,0.25398765,0.01125916,0.00089649,0.24183199,0.01643499,0.00000000
383,4.10000000,50.05714432,-8.08666552,50.78674707,0.00000000,411.09743455,330.94987752,116.84002606,49.89919127,325.63244516,135.06474797,0.00000000,0.48680907,0.25398674,0.01117633,0.00087057,0.24193983,0.01726436,0.00000000
384,4.11000000,50.09191285,-8.07403874,50.84614248,-0.00000000,411.16819331,331.21676005,116.64836586,49.44874980,325.94315748,137.32024265,0.00000000,0.48587543,0.25398222,0.01109436,0.00084515,0.24204271,0.01809965,0.00000000
385,4.12000000,50.12643099,-8.06146924,50.90517045,-0.00000000,411.23840586,331.48169598,116.45763053,48.99711531,326.25135235,139.52761461,0.00000000,0.48494446,0.25397424,0.01101323,0.00082021,0.24214080,0.01894050,0.00000000
386,4.13000000,50.16070603,-8.04895501,50.96384228,0.00000000,411.30808779,331.74474234,116.26778860,48.54416820,326.55710117,141.68948940,0.00000000,0.48401622,0.25396292,0.01093293,0.00079574,0.24223426,0.01978660,0.00000000
387,4.14000000,50.19474481,-8.03649419,51.02216855,0.00000000,411.37725380,332.00595278,116.07881058,48.08978963,326.86047122,143.80826668,0.00000000,0.48309073,0.25394841,0.01085342,0.00077173,0.24232325,0.02063761,0.00000000
388,4.15000000,50.22855378,-8.02408501,51.08015926,0.00000000,411.44591772,332.26537788,115.89066879,47.63386100,327.16152593,145.88614635,0.00000000,0.48216802,0.25393081,0.01077471,0.00074818,0.24240792,0.02149326,0.00000000
389,4.16000000,50.26213903,-8.01172582,51.13782380,-0.00000000,411.51409265,332.52306544,115.70333719,47.17626349,327.46032529,147.92515094,0.00000000,0.48124810,0.25391024,0.01069677,0.00072508,0.24248839,0.02235326,0.00000000
390,4.17000000,50.29550632,-7.99941507,51.19517106,0.00000000,411.58179098,332.77906067,115.51679123,46.71687764,327.75692608,149.92714488,0.00000000,0.48033101,0.25388681,0.01061958,0.00070241,0.24256481,0.02321737,0.00000000
391,4.18000000,50.32866111,-7.98715129,51.25220944,-0.00000000,411.64902444,333.03340644,115.33100775,46.25558290,328.05138216,151.89385113,0.00000000,0.47941676,0.25386062,0.01054315,0.00068018,0.24263729,0.02408533,0.00000000
392,4.19000000,50.36160858,-7.97493309,51.30894693,0.00000000,411.71580420,333.28614343,115.14596485,45.79225722,328.34374468,153.82686569,0.00000000,0.47850537,0.25383177,0.01046744,0.00065837,0.24270596,0.02495691,0.00000000
393,4.20000000,50.39435365,-7.96275915,51.36539107,0.00000000,411.78214087,333.53731036,114.96164177,45.32677661,328.63406229,155.72767023,0.00000000,0.47759685,0.25380034,0.01039245,0.00063698,0.24277092,0.02583190,0.00000000
394,4.21000000,50.42690102,-7.95062823,51.42154907,0.00000000,411.84804454,333.78694404,114.77801883,44.85901478,328.92238133,157.59764315,0.00000000,0.47669122,0.25376643,0.01031816,0.00061599,0.24283227,0.02671009,0.00000000
395,4.22000000,50.45925515,-7.93853915,51.47742776,0.00000000,411.91352485,334.03507960,114.59507735,44.38884267,329.20874600,159.43806933,0.00000000,0.47578848,0.25373011,0.01024457,0.00059541,0.24289013,0.02759128,0.00000000
396,4.23000000,50.49142030,-7.92649079,51.53303366,-0.00000000,411.97859100,334.28175058,114.41279956,43.91612805,329.49319847,161.25014868,0.00000000,0.47488866,0.25369147,0.01017166,0.00057523,0.24294458,0.02847529,0.00000000
397,4.24000000,50.52340055,-7.91448207,51.58837300,0.00000000,412.04325179,334.52698900,114.23116851,43.44073503,329.77577908,163.03500378,0.00000000,0.47399175,0.25365057,0.01009942,0.00055544,0.24299572,0.02936195,0.00000000
398,4.25000000,50.55519979,-7.90251198,51.64345172,-0.00000000,412.10751562,334.77082553,114.05016809,42.96252367,330.05652642,164.79368662,0.00000000,0.47309776,0.25360750,0.01002783,0.00053603,0.24304364,0.03025109,0.00000000
399,4.26000000,50.58682175,-7.89057954,51.69827551,0.00000000,412.17139055,335.01328954,113.86978287,42.48134943,330.33547743,166.52718463,0.00000000,0.47220671,0.25356233,0.00995690,0.00051700,0.24308842,0.03114254,0.00000000
400,4.27000000,50.61827002,-7.87868382,51.75284981,0.00000000,412.23488433,335.25440917,113.68999813,41.99706269,330.61266756,168.23642603,0.00000000,0.47131859,0.25351511,0.00988660,0.00049835,0.24313015,0.03203616,0.00000000
401,4.28000000,50.64954801,-7.86682395,51.80717984,-0.00000000,412.29800436,335.49421145,113.51079980,41.50950820,330.88813080,169.92228467,0.00000000,0.47043340,0.25346590,0.00981694,0.00048007,0.24316889,0.03293180,0.00000000
402,4.29000000,50.68065903,-7.85499906,51.86127060,0.00000000,412.36075777,335.73272235,113.33217438,41.01852447,331.16189981,171.58558434,0.00000000,0.46955116,0.25341478,0.00974789,0.00046216,0.24320473,0.03382932,0.00000000
403,4.30000000,50.71160624,-7.84320835,51.91512690,0.00000000,412.42315143,335.96996682,113.15410895,40.52394318,331.43400598,173.22710267,0.00000000,0.46867186,0.25336180,0.00967945,0.00044461,0.24323774,0.03472860,0.00000000
404,4.31000000,50.74239270,-7.83145103,51.96875335,0.00000000,412.48519192,336.20596889,112.97659109,40.02558849,331.70447949,174.84757468,0.00000000,0.46779550,0.25330701,0.00961161,0.00042741,0.24326799,0.03562951,0.00000000
405,4.32000000,50.77302133,-7.81972635,52.02215440,0.00000000,412.54688560,336.44075171,112.79960890,39.52327628,331.97334941,176.44769588,0.00000000,0.46692208,0.25325047,0.00954437,0.00041057,0.24329553,0.03653192,0.00000000
406,4.33000000,50.80349497,-7.80803360,52.07533432,-0.00000000,412.60823860,336.67433757,112.62315092,39.01681333,332.24064373,178.02812523,0.00000000,0.46605161,0.25319223,0.00947771,0.00039407,0.24332045,0.03743572,0.00000000
407,4.34000000,50.83381634,-7.79637207,52.12829723,0.00000000,412.66925682,336.90674801,112.44720612,38.50599647,332.50638944,179.58948773,0.00000000,0.46518408,0.25313233,0.00941162,0.00037792,0.24334279,0.03834080,0.00000000
408,4.35000000,50.86398809,-7.78474111,52.18104711,0.00000000,412.72994598,337.13800380,112.27176390,37.99061159,332.77061257,181.13237679,0.00000000,0.46431948,0.25307083,0.00934610,0.00036212,0.24336261,0.03924707,0.00000000
409,4.36000000,50.89401274,-7.77314007,52.23358778,-0.00000000,412.79031157,337.36812502,112.09681402,37.47043254,333.03333822,182.65735645,0.00000000,0.46345782,0.25300778,0.00928114,0.00034665,0.24337999,0.04015441,0.00000000
410,4.37000000,50.92389276,-7.76156833,52.28592295,-0.00000000,412.85035892,337.59713108,111.92234663,36.94521991,333.29459066,184.16496331,0.00000000,0.46259910,0.25294321,0.00921674,0.00033151,0.24339496,0.04106273,0.00000000
411,4.38000000,50.95363053,-7.75002530,52.33805620,0.00000000,412.91009319,337.82504076,111.74835218,36.41471976,333.55439331,185.65570839,0.00000000,0.46174331,0.25287717,0.00915287,0.00031671,0.24340758,0.04197194,0.00000000
