,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Sigma - kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Sigma - frac,Lambda frac,Sigma 0 frac
518,5.45000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-230571340226034.53125000,260113243420699.78125000,146314367423863161801596931029984805388288.00000000,148022133672742377556424680608412293136384.00000000,-294336501096605520015208497804330303225856.00000000,9550345802478060482681671497733280335134720.00000000,-9256009301381455272151472821274018756689920.00000000
519,5.46000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-230149048394118.68750000,259636845538976.84375000,146046392391951313278751960303924074774528.00000000,147751030863817943234782949115320466407424.00000000,-293797423255769217827908681751110950584320.00000000,9532854326649345433213882146657726395056128.00000000,-9239056903393576679613488196924218531643392.00000000
520,5.47000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-229728300590838.81250000,259162189514225.59375000,145779397159059302208318432229583094808576.00000000,147480919290026718030884696008479511412736.00000000,-293260316449086000896390014403995810922496.00000000,9515426805028416781371632942526222074642432.00000000,-9222166488579331515502141253816764485074944.00000000
521,5.48000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-229309088363483.25000000,258689265810732.43750000,145513376361323773154645589296860004089856.00000000,147211793524898908188234057964980180877312.00000000,-292725169886222662000066533427773389668352.00000000,9498062887500992150361120988650585899139072.00000000,-9205337717614769681789185593563480462458880.00000000
522,5.49000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-228891403320926.84375000,258218064962261.18750000,145248324673962538095115600418147638706176.00000000,146943648181502029582218533047574661693440.00000000,-292191972855464548334521019631655505100800.00000000,9480762226503723070661097973447468945244160.00000000,-9188570253648258367584072043143279077752832.00000000
523,5.50000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-228475237133070.53125000,257748577571420.62500000,144984236810918920115419493942168372903936.00000000,146676477912081054024939211726016835747840.00000000,-291660714722999954797545591834118413352960.00000000,9463524477000984842226308575664271161032704.00000000,-9171863762277986202740054724546694827999232.00000000
524,5.51000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-228060581530288.21875000,257280794309040.59375000,144721107524510739379980410843839831474176.00000000,146410277407703449301758807917301751349248.00000000,-291131384932214149996112991093007992225792.00000000,9446349296461965978180435931631583273943040.00000000,-9155217911529752137669332761883644006498304.00000000
525,5.52000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-227647428302878.25000000,256814705913553.18750000,144458931605082277895596388360427078156288.00000000,146145041397906869173246285293056050593792.00000000,-290603973002989127726029559819416333451264.00000000,9429236344837939625694822053416038870024192.00000000,-9138632371834951155624438363954893576732672.00000000
526,5.53000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-227235769300522.25000000,256350303190382.21875000,144197703880660789836164894633391699263488.00000000,145880764650351891851344194278361969721344.00000000,-290078468531012681687509088911753668984832.00000000,9412185284539860565097520301985464942854144.00000000,-9122106816008848425008778400427581542236160.00000000
527,5.54000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-226825596431748.75000000,255887577011338.18750000,143937419216616280802823601307529292808192.00000000,145617441970477601869063742658400248397824.00000000,-289554861187093863329074230131862745907200.00000000,9395195780416141710288044240513892815470592.00000000,-9105640919229049046213383068094171378089984.00000000
528,5.55000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-226416901663403.28125000,255426518314020.53125000,143678072515325097618274581441265631494144.00000000,145355068201161466054691137347921595334656.00000000,-289033140716486524987339491121053636231168.00000000,9378267499730709145660955698248421365252096.00000000,-9089234359014222814101747345468035682009088.00000000
529,5.56000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-226009677020123.78125000,254967118101225.50000000,143419658715837096541534566719309955989504.00000000,145093638222382381727344594947672582914048.00000000,-288513296938219439583252933998848948305920.00000000,9361400112141265136956052778262263301668864.00000000,-9072886815203045620001547388927147172167680.00000000
530,5.57000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-225603914583821.93750000,254509367440361.56250000,143162172793546563988429288474266556170240.00000000,144833146950887980311416395795516507553792.00000000,-287995319744434505614219456601649473126400.00000000,9344593289677816061276964936586619856617472.00000000,-9056597969933382252004017578011375014248448.00000000
531,5.58000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-225199606493169.84375000,254053257462869.78125000,142905609759866309473438487495200781369344.00000000,144573589339864832372982013127573544894464.00000000,-287479199099731141846420500622774326263808.00000000,9327846706721400883396112292947089132879872.00000000,-9040367507621670979489731077704589705740288.00000000
