,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Lambda kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Lambda frac
577,6.04000000,68.24941273,-16.98988677,88.32072054,-10.56335924,464.85137607,312.90934749,259.10459846,236.58725777,429.37454343,0.47776425,0.14572259,0.08273640,0.06298619,0.37651316
578,6.05000000,68.29794726,-16.99314597,88.44367534,-10.60024208,464.91699354,313.00855907,259.18023252,236.67008795,429.87369516,0.47717657,0.14562015,0.08267201,0.06294815,0.37720328
579,6.06000000,68.34640696,-16.99639371,88.56660443,-10.63714635,464.98243240,313.10751482,259.25567325,236.75270159,430.37197940,0.47659034,0.14551778,0.08260768,0.06291011,0.37789188
580,6.07000000,68.39479200,-16.99963004,88.68950787,-10.67407199,465.04769328,313.20621558,259.33092127,236.83509944,430.86940007,0.47600555,0.14541548,0.08254342,0.06287207,0.37857897
581,6.08000000,68.44310257,-17.00285501,88.81238572,-10.71101895,465.11277682,313.30466219,259.40597720,236.91728221,431.36596105,0.47542219,0.14531325,0.08247923,0.06283402,0.37926456
582,6.09000000,68.49133884,-17.00606867,88.93523807,-10.74798718,465.17768364,313.40285549,259.48084167,236.99925062,431.86166619,0.47484027,0.14521109,0.08241511,0.06279598,0.37994864
583,6.10000000,68.53950100,-17.00927107,89.05806497,-10.78497660,465.24241436,313.50079629,259.55551530,237.08100540,432.35651932,0.47425977,0.14510899,0.08235106,0.06275794,0.38063123
584,6.11000000,68.58758923,-17.01246225,89.18086650,-10.82198718,465.30696960,313.59848543,259.62999870,237.16254726,432.85052424,0.47368069,0.14500697,0.08228707,0.06271990,0.38131234
585,6.12000000,68.63560371,-17.01564227,89.30364271,-10.85901885,465.37134998,313.69592373,259.70429247,237.24387691,433.34368471,0.47310303,0.14490502,0.08222316,0.06268185,0.38199195
586,6.13000000,68.68354461,-17.01881117,89.42639368,-10.89607156,465.43555611,313.79311201,259.77839724,237.32499505,433.83600447,0.47252677,0.14480314,0.08215932,0.06264381,0.38267009
587,6.14000000,68.73141211,-17.02196900,89.54911947,-10.93314525,465.49958860,313.89005107,259.85231361,237.40590239,434.32748724,0.47195192,0.14470132,0.08209555,0.06260577,0.38334676
588,6.15000000,68.77920639,-17.02511581,89.67182015,-10.97023987,465.56344806,313.98674174,259.92604218,237.48659963,434.81813671,0.47137846,0.14459958,0.08203185,0.06256773,0.38402196
589,6.16000000,68.82692763,-17.02825164,89.79449578,-11.00735536,465.62713509,314.08318480,259.99958356,237.56708747,435.30795653,0.47080640,0.14449791,0.08196821,0.06252970,0.38469569
590,6.17000000,68.87457600,-17.03137654,89.91714643,-11.04449167,465.69065030,314.17938107,260.07293833,237.64736660,435.79695034,0.47023572,0.14439631,0.08190465,0.06249166,0.38536797
591,6.18000000,68.92215168,-17.03449056,90.03977216,-11.08164874,465.75399426,314.27533135,260.14610709,237.72743770,436.28512174,0.46966642,0.14429478,0.08184115,0.06245363,0.38603880
592,6.19000000,68.96965484,-17.03759375,90.16237304,-11.11882653,465.81716759,314.37103641,260.21909045,237.80730147,436.77247431,0.46909850,0.14419332,0.08177773,0.06241560,0.38670818
593,6.20000000,69.01708566,-17.04068614,90.28494913,-11.15602497,465.88017088,314.46649707,260.29188897,237.88695859,437.25901161,0.46853195,0.14409194,0.08171437,0.06237757,0.38737611
594,6.21000000,69.06444431,-17.04376779,90.40750050,-11.19324402,465.94300470,314.56171409,260.36450326,237.96640973,437.74473716,0.46796676,0.14399062,0.08165108,0.06233954,0.38804261
595,6.22000000,69.11173097,-17.04683874,90.53002721,-11.23048362,466.00566964,314.65668827,260.43693390,238.04565558,438.22965448,0.46740294,0.14388938,0.08158786,0.06230152,0.38870768
596,6.23000000,69.15894580,-17.04989903,90.65252933,-11.26774372,466.06816630,314.75142038,260.50918146,238.12469680,438.71376702,0.46684047,0.14378821,0.08152471,0.06226349,0.38937132
597,6.24000000,69.20608899,-17.05294872,90.77500691,-11.30502426,466.13049523,314.84591120,260.58124652,238.20353406,439.19707826,0.46627935,0.14368711,0.08146163,0.06222548,0.39003354
598,6.25000000,69.25316069,-17.05598784,90.89746002,-11.34232519,466.19265702,314.94016149,260.65312967,238.28216804,439.67959162,0.46571957,0.14358608,0.08139862,0.06218746,0.39069435
599,6.26000000,69.30016109,-17.05901644,91.01988872,-11.37964646,466.25465225,315.03417203,260.72483146,238.36059939,440.16131050,0.46516114,0.14348513,0.08133567,0.06214945,0.39135374
600,6.27000000,69.34709035,-17.06203457,91.14229309,-11.41698802,466.31648147,315.12794358,260.79635248,238.43882877,440.64223828,0.46460403,0.14338424,0.08127280,0.06211144,0.39201172
601,6.28000000,69.39394865,-17.06504227,91.26467317,-11.45434982,466.37814526,315.22147689,260.86769328,238.51685684,441.12237832,0.46404826,0.14328343,0.08120999,0.06207344,0.39266831
602,6.29000000,69.44073615,-17.06803957,91.38702903,-11.49173180,466.43964418,315.31477274,260.93885444,238.59468426,441.60173396,0.46349381,0.14318269,0.08114725,0.06203544,0.39332349
603,6.30000000,69.48745302,-17.07102653,91.50936073,-11.52913391,466.50097879,315.40783185,261.00983651,238.67231166,442.08030849,0.46294068,0.14308203,0.08108458,0.06199744,0.39397729
604,6.31000000,69.53409943,-17.07400319,91.63166834,-11.56655610,466.56214965,315.50065500,261.08064006,238.74973971,442.55810521,0.46238887,0.14298144,0.08102198,0.06195945,0.39462969
605,6.32000000,69.58067555,-17.07696960,91.75395191,-11.60399832,466.62315731,315.59324292,261.15126563,238.82696904,443.03512739,0.46183836,0.14288092,0.08095945,0.06192147,0.39528072
606,6.33000000,69.62718155,-17.07992578,91.87621150,-11.64146053,466.68400233,315.68559636,261.22171380,238.90400030,443.51137826,0.46128916,0.14278047,0.08089698,0.06188349,0.39593036
607,6.34000000,69.67361758,-17.08287179,91.99844719,-11.67894266,466.74468525,315.77771605,261.29198510,238.98083412,443.98686103,0.46074126,0.14268010,0.08083459,0.06184551,0.39657864
608,6.35000000,69.71998383,-17.08580767,92.12065902,-11.71644466,466.80520662,315.86960273,261.36208008,239.05747113,444.46157891,0.46019466,0.14257980,0.08077226,0.06180754,0.39722555
609,6.36000000,69.76628046,-17.08873346,92.24284706,-11.75396650,466.86556698,315.96125713,261.43199930,239.13391198,444.93553507,0.45964934,0.14247957,0.08071000,0.06176957,0.39787109
610,6.37000000,69.81250762,-17.09164921,92.36501137,-11.79150811,466.92576688,316.05267998,261.50174329,239.21015728,445.40873266,0.45910531,0.14237942,0.08064781,0.06173161,0.39851527
611,6.38000000,69.85866549,-17.09455494,92.48715201,-11.82906946,466.98580685,316.14387200,261.57131261,239.28620766,445.88117481,0.45856255,0.14227934,0.08058568,0.06169366,0.39915811
612,6.39000000,69.90475423,-17.09745072,92.60926903,-11.86665047,467.04568743,316.23483393,261.64070777,239.36206375,446.35286463,0.45802108,0.14217934,0.08052362,0.06165571,0.39979959
613,6.40000000,69.95077400,-17.10033656,92.73136250,-11.90425112,467.10540915,316.32556647,261.70992933,239.43772617,446.82380520,0.45748087,0.14207941,0.08046163,0.06161777,0.40043973
614,6.41000000,69.99672497,-17.10321253,92.85343247,-11.94187135,467.16497254,316.41607034,261.77897782,239.51319552,447.29399960,0.45694193,0.14197955,0.08039971,0.06157984,0.40107852
615,6.42000000,70.04260729,-17.10607865,92.97547902,-11.97951111,467.22437812,316.50634625,261.84785377,239.58847244,447.76345087,0.45640425,0.14187977,0.08033786,0.06154191,0.40171599
616,6.43000000,70.08842114,-17.10893497,93.09750218,-12.01717034,467.28362643,316.59639491,261.91655771,239.66355752,448.23216203,0.45586782,0.14178006,0.08027607,0.06150398,0.40235212
617,6.44000000,70.13416668,-17.11178153,93.21950203,-12.05484902,467.34271799,316.68621703,261.98509016,239.73845137,448.70013608,0.45533265,0.14168042,0.08021435,0.06146607,0.40298693
618,6.45000000,70.17984405,-17.11461837,93.34147861,-12.09254707,467.40165330,316.77581331,262.05345165,239.81315461,449.16737602,0.45479873,0.14158086,0.08015270,0.06142816,0.40362041
619,6.46000000,70.22545344,-17.11744552,93.46343200,-12.13026446,467.46043290,316.86518445,262.12164270,239.88766782,449.63388481,0.45426604,0.14148138,0.08009112,0.06139026,0.40425258
620,6.47000000,70.27099499,-17.12026303,93.58536224,-12.16800114,467.51905729,316.95433114,262.18966384,239.96199162,450.09966538,0.45373460,0.14138196,0.08002960,0.06135237,0.40488344
621,6.48000000,70.31646886,-17.12307094,93.70726939,-12.20575706,467.57752699,317.04325407,262.25751557,240.03612660,450.56472067,0.45320439,0.14128263,0.07996815,0.06131448,0.40551299
622,6.49000000,70.36187522,-17.12586928,93.82915351,-12.24353217,467.63584250,317.13195394,262.32519842,240.11007336,451.02905358,0.45267540,0.14118337,0.07990677,0.06127660,0.40614123
623,6.50000000,70.40721423,-17.12865810,93.95101466,-12.28132643,467.69400433,317.22043143,262.39271290,240.18383248,451.49266699,0.45214764,0.14108418,0.07984545,0.06123873,0.40676818
624,6.51000000,70.45248603,-17.13143743,94.07285290,-12.31913978,467.75201299,317.30868723,262.46005951,240.25740455,451.95556378,0.45162110,0.14098507,0.07978420,0.06120087,0.40739383
625,6.52000000,70.49769080,-17.13420730,94.19466828,-12.35697218,467.80986898,317.39672201,262.52723877,240.33079016,452.41774678,0.45109578,0.14088603,0.07972302,0.06116301,0.40801819
626,6.53000000,70.54282868,-17.13696777,94.31646085,-12.39482359,467.86757279,317.48453646,262.59425119,240.40398989,452.87921884,0.45057167,0.14078707,0.07966190,0.06112517,0.40864126
627,6.54000000,70.58789984,-17.13971887,94.43823068,-12.43269395,467.92512493,317.57213124,262.66109726,240.47700433,453.33998275,0.45004876,0.14068818,0.07960086,0.06108733,0.40926306
628,6.55000000,70.63290443,-17.14246063,94.55997782,-12.47058322,467.98252588,317.65950703,262.72777748,240.54983405,453.80004131,0.44952705,0.14058937,0.07953987,0.06104950,0.40988357
629,6.56000000,70.67784261,-17.14519310,94.68170232,-12.50849135,468.03977615,317.74666449,262.79429237,240.62247962,454.25939729,0.44900654,0.14049064,0.07947896,0.06101168,0.41050282
630,6.57000000,70.72271453,-17.14791630,94.80340425,-12.54641830,468.09687621,317.83360430,262.86064241,240.69494163,454.71805345,0.44848723,0.14039198,0.07941811,0.06097387,0.41112079
631,6.58000000,70.76752035,-17.15063028,94.92508365,-12.58436402,468.15382655,317.92032710,262.92682809,240.76722063,455.17601253,0.44796910,0.14029339,0.07935733,0.06093607,0.41173751
632,6.59000000,70.81226022,-17.15333507,95.04674058,-12.62232847,468.21062767,318.00683357,262.99284992,240.83931720,455.63327724,0.44745216,0.14019488,0.07929661,0.06089827,0.41235296
633,6.60000000,70.85693429,-17.15603072,95.16837510,-12.66031159,468.26728004,318.09312436,263.05870839,240.91123190,456.08985029,0.44693640,0.14009645,0.07923596,0.06086049,0.41296715
634,6.61000000,70.90154273,-17.15871725,95.28998726,-12.69831335,468.32378414,318.17920012,263.12440397,240.98296530,456.54573437,0.44642181,0.13999809,0.07917538,0.06082271,0.41358010
635,6.62000000,70.94608567,-17.16139471,95.41157711,-12.73633370,468.38014046,318.26506150,263.18993716,241.05451795,457.00093213,0.44590840,0.13989981,0.07911486,0.06078495,0.41419179
636,6.63000000,70.99056329,-17.16406312,95.53314472,-12.77437259,468.43634945,318.35070915,263.25530845,241.12589041,457.45544623,0.44539615,0.13980161,0.07905441,0.06074719,0.41480225
637,6.64000000,71.03497572,-17.16672254,95.65469013,-12.81242997,468.49241161,318.43614371,263.32051830,241.19708323,457.90927930,0.44488506,0.13970348,0.07899403,0.06070945,0.41541146
638,6.65000000,71.07932312,-17.16937298,95.77621339,-12.85050581,468.54832740,318.52136583,263.38556722,241.26809698,458.36243396,0.44437514,0.13960542,0.07893371,0.06067172,0.41601944
639,6.66000000,71.12360565,-17.17201449,95.89771457,-12.88860006,468.60409728,318.60637615,263.45045566,241.33893219,458.81491280,0.44386637,0.13950744,0.07887345,0.06063399,0.41662619
640,6.67000000,71.16782344,-17.17464710,96.01919371,-12.92671267,468.65972173,318.69117529,263.51518412,241.40958941,459.26671842,0.44335874,0.13940954,0.07881327,0.06059628,0.41723171
641,6.68000000,71.21197666,-17.17727085,96.14065087,-12.96484360,468.71520120,318.77576390,263.57975305,241.48006920,459.71785337,0.44285227,0.13931172,0.07875314,0.06055857,0.41783601
642,6.69000000,71.25606545,-17.17988577,96.26208611,-13.00299280,468.77053617,318.86014261,263.64416294,241.55037209,460.16832021,0.44234694,0.13921397,0.07869309,0.06052088,0.41843910
643,6.70000000,71.30008996,-17.18249190,96.38349946,-13.04116023,468.82572708,318.94431204,263.70841426,241.62049862,460.61812147,0.44184274,0.13911630,0.07863310,0.06048320,0.41904096
644,6.71000000,71.34405035,-17.18508927,96.50489100,-13.07934586,468.88077440,319.02827282,263.77250747,241.69044933,461.06725967,0.44133968,0.13901870,0.07857317,0.06044553,0.41964162
645,6.72000000,71.38794675,-17.18767792,96.62626076,-13.11754962,468.93567859,319.11202558,263.83644303,241.76022475,461.51573732,0.44083775,0.13892118,0.07851331,0.06040787,0.42024107
646,6.73000000,71.43177932,-17.19025788,96.74760880,-13.15577148,468.99044008,319.19557092,263.90022142,241.82982542,461.96355689,0.44033695,0.13882374,0.07845352,0.06037022,0.42083932
647,6.74000000,71.47554821,-17.19282918,96.86893518,-13.19401140,469.04505935,319.27890947,263.96384309,241.89925188,462.41072085,0.43983727,0.13872637,0.07839379,0.06033258,0.42143637
648,6.75000000,71.51925356,-17.19539186,96.99023994,-13.23226934,469.09953683,319.36204185,264.02730850,241.96850464,462.85723168,0.43933870,0.13862908,0.07833412,0.06029495,0.42203222
649,6.76000000,71.56289552,-17.19794596,97.11152314,-13.27054524,469.15387297,319.44496866,264.09061812,242.03758423,463.30309179,0.43884125,0.13853187,0.07827453,0.06025734,0.42262688
650,6.77000000,71.60647424,-17.20049149,97.23278483,-13.30883907,469.20806822,319.52769052,264.15377239,242.10649118,463.74830363,0.43834491,0.13843473,0.07821499,0.06021974,0.42322036
651,6.78000000,71.64998987,-17.20302851,97.35402506,-13.34715078,469.26212301,319.61020803,264.21677178,242.17522600,464.19286960,0.43784967,0.13833767,0.07815552,0.06018215,0.42381266
652,6.79000000,71.69344254,-17.20555704,97.47524388,-13.38548034,469.31603780,319.69252179,264.27961673,242.24378922,464.63679210,0.43735554,0.13824069,0.07809612,0.06014457,0.42440377
653,6.80000000,71.73683240,-17.20807712,97.59644135,-13.42382769,469.36981301,319.77463241,264.34230769,242.31218136,465.08007350,0.43686251,0.13814378,0.07803678,0.06010700,0.42499371
654,6.81000000,71.78015960,-17.21058877,97.71761750,-13.46219280,469.42344909,319.85654049,264.40484512,242.38040292,465.52271617,0.43637057,0.13804695,0.07797751,0.06006944,0.42558248
655,6.82000000,71.82342429,-17.21309203,97.83877240,-13.50057562,469.47694646,319.93824662,264.46722945,242.44845443,465.96472247,0.43587972,0.13795020,0.07791830,0.06003190,0.42617008
656,6.83000000,71.86662660,-17.21558694,97.95990610,-13.53897612,469.53030557,320.01975140,264.52946114,242.51633638,466.40609472,0.43538995,0.13785352,0.07785915,0.05999437,0.42675652
657,6.84000000,71.90976669,-17.21807352,98.08101864,-13.57739425,469.58352683,320.10105541,264.59154063,242.58404929,466.84683526,0.43490127,0.13775692,0.07780007,0.05995685,0.42734180
658,6.85000000,71.95284468,-17.22055181,98.20211007,-13.61582996,469.63661069,320.18215925,264.65346835,242.65159367,467.28694639,0.43441367,0.13766040,0.07774105,0.05991935,0.42792592
659,6.86000000,71.99586074,-17.22302184,98.32318045,-13.65428323,469.68955756,320.26306350,264.71524475,242.71897001,467.72643041,0.43392715,0.13756396,0.07768210,0.05988186,0.42850889
660,6.87000000,72.03881499,-17.22548364,98.44422982,-13.69275400,469.74236787,320.34376875,264.77687026,242.78617882,468.16528960,0.43344169,0.13746759,0.07762321,0.05984438,0.42909072
661,6.88000000,72.08170758,-17.22793725,98.56525823,-13.73124223,469.79504204,320.42427558,264.83834533,242.85322060,468.60352622,0.43295730,0.13737130,0.07756439,0.05980691,0.42967139
662,6.89000000,72.12453866,-17.23038268,98.68626574,-13.76974789,469.84758049,320.50458457,264.89967037,242.92009584,469.04114252,0.43247398,0.13727509,0.07750563,0.05976946,0.43025093
663,6.90000000,72.16730836,-17.23281999,98.80725239,-13.80827093,469.89998365,320.58469629,264.96084584,242.98680505,469.47814076,0.43199172,0.13717896,0.07744694,0.05973202,0.43082933
664,6.91000000,72.21001682,-17.23524919,98.92821823,-13.84681131,469.95225192,320.66461132,265.02187214,243.05334870,469.91452315,0.43151051,0.13708290,0.07738830,0.05969459,0.43140659
665,6.92000000,72.25266418,-17.23767031,99.04916331,-13.88536899,470.00438572,320.74433023,265.08274972,243.11972730,470.35029190,0.43103036,0.13698692,0.07732974,0.05965718,0.43198273
666,6.93000000,72.29525059,-17.24008340,99.17008768,-13.92394393,470.05638546,320.82385359,265.14347900,243.18594132,470.78544922,0.43055125,0.13689101,0.07727123,0.05961978,0.43255773
667,6.94000000,72.33777618,-17.24248847,99.29099138,-13.96253610,470.10825157,320.90318196,265.20406041,243.25199127,471.21999729,0.43007319,0.13679519,0.07721279,0.05958240,0.43313162
668,6.95000000,72.38024110,-17.24488557,99.41187447,-14.00114544,470.15998443,320.98231592,265.26449436,243.31787762,471.65393829,0.42959618,0.13669944,0.07715442,0.05954502,0.43370438
669,6.96000000,72.42264547,-17.24727471,99.53273700,-14.03977192,470.21158447,321.06125602,265.32478128,243.38360085,472.08727438,0.42912020,0.13660377,0.07709610,0.05950767,0.43427603
670,6.97000000,72.46498945,-17.24965594,99.65357900,-14.07841551,470.26305208,321.14000282,265.38492159,243.44916145,472.52000770,0.42864525,0.13650818,0.07703785,0.05947032,0.43484657
671,6.98000000,72.50727316,-17.25202927,99.77440053,-14.11707615,470.31438768,321.21855689,265.44491571,243.51455989,472.95214039,0.42817134,0.13641266,0.07697967,0.05943299,0.43541600
672,6.99000000,72.54949674,-17.25439474,99.89520164,-14.15575381,470.36559165,321.29691877,265.50476405,243.57979664,473.38367457,0.42769845,0.13631722,0.07692155,0.05939568,0.43598432
673,7.00000000,72.59166034,-17.25675238,100.01598238,-14.19444845,470.41666441,321.37508902,265.56446703,243.64487220,473.81461236,0.42722659,0.13622186,0.07686349,0.05935838,0.43655155
674,7.01000000,72.63376408,-17.25910223,100.13674278,-14.23316004,470.46760634,321.45306819,265.62402506,243.70978701,474.24495585,0.42675575,0.13612658,0.07680549,0.05932109,0.43711767
675,7.02000000,72.67580811,-17.26144430,100.25748291,-14.27188853,470.51841785,321.53085683,265.68343854,243.77454157,474.67470712,0.42628592,0.13603137,0.07674756,0.05928382,0.43768270
676,7.03000000,72.71779256,-17.26377862,100.37820280,-14.31063388,470.56909933,321.60845549,265.74270790,243.83913633,475.10386826,0.42581711,0.13593625,0.07668969,0.05924656,0.43824664
677,7.04000000,72.75971757,-17.26610524,100.49890250,-14.34939605,470.61965117,321.68586470,265.80183354,243.90357175,475.53244132,0.42534931,0.13584120,0.07663188,0.05920932,0.43880949
678,7.05000000,72.80158326,-17.26842417,100.61958206,-14.38817501,470.67007377,321.76308502,265.86081587,243.96784832,475.96042835,0.42488252,0.13574622,0.07657414,0.05917209,0.43937126
679,7.06000000,72.84338978,-17.27073544,100.74024152,-14.42697071,470.72036751,321.84011697,265.91965528,244.03196648,476.38783139,0.42441673,0.13565133,0.07651645,0.05913487,0.43993195
680,7.07000000,72.88513726,-17.27303909,100.86088094,-14.46578313,470.77053277,321.91696111,265.97835218,244.09592670,476.81465246,0.42395193,0.13555651,0.07645884,0.05909768,0.44049155
681,7.08000000,72.92682584,-17.27533514,100.98150035,-14.50461221,470.82056995,321.99361796,266.03690698,244.15972943,477.24089358,0.42348814,0.13546177,0.07640128,0.05906049,0.44105009
682,7.09000000,72.96845564,-17.27762361,101.10209981,-14.54345792,470.87047943,322.07008805,266.09532007,244.22337514,477.66655675,0.42302533,0.13536711,0.07634379,0.05902333,0.44160755
683,7.10000000,73.01002680,-17.27990455,101.22267936,-14.58232023,470.92026159,322.14637193,266.15359186,244.28686428,478.09164397,0.42256352,0.13527253,0.07628636,0.05898617,0.44216395
684,7.11000000,73.05153946,-17.28217797,101.34323904,-14.62119909,470.96991682,322.22247011,266.21172273,244.35019729,478.51615721,0.42210269,0.13517802,0.07622899,0.05894904,0.44271928
685,7.12000000,73.09299374,-17.28444391,101.46377890,-14.66009447,471.01944548,322.29838312,266.26971308,244.41337464,478.94009844,0.42164285,0.13508359,0.07617168,0.05891191,0.44327356
686,7.13000000,73.13438978,-17.28670238,101.58429899,-14.69900633,471.06884796,322.37411149,266.32756331,244.47639677,479.36346962,0.42118398,0.13498924,0.07611444,0.05887481,0.44382677
687,7.14000000,73.17572771,-17.28895343,101.70479935,-14.73793463,471.11812463,322.44965574,266.38527381,244.53926413,479.78627269,0.42072609,0.13489497,0.07605726,0.05883772,0.44437894
688,7.15000000,73.21700766,-17.29119707,101.82528003,-14.77687933,471.16727587,322.52501639,266.44284496,244.60197716,480.20850959,0.42026918,0.13480078,0.07600014,0.05880064,0.44493005
689,7.16000000,73.25822976,-17.29343334,101.94574107,-14.81584040,471.21630204,322.60019396,266.50027716,244.66453631,480.63018225,0.41981323,0.13470666,0.07594308,0.05876358,0.44548011
690,7.17000000,73.29939414,-17.29566226,102.06618251,-14.85481780,471.26520353,322.67518896,266.55757080,244.72694202,481.05129257,0.41935825,0.13461262,0.07588608,0.05872654,0.44602913
691,7.18000000,73.34050094,-17.29788385,102.18660440,-14.89381149,471.31398069,322.75000191,266.61472626,244.78919473,481.47184246,0.41890423,0.13451866,0.07582915,0.05868951,0.44657711
692,7.19000000,73.38155028,-17.30009815,102.30700679,-14.93282143,471.36263390,322.82463332,266.67174392,244.85129488,481.89183381,0.41845117,0.13442478,0.07577228,0.05865250,0.44712405
693,7.20000000,73.42254229,-17.30230519,102.42738972,-14.97184760,471.41116352,322.89908371,266.72862416,244.91324290,482.31126850,0.41799907,0.13433097,0.07571547,0.05861551,0.44766996
694,7.21000000,73.46347710,-17.30450498,102.54775323,-15.01088994,471.45956991,322.97335357,266.78536737,244.97503923,482.73014841,0.41754792,0.13423725,0.07565872,0.05857853,0.44821483
695,7.22000000,73.50435484,-17.30669755,102.66809737,-15.04994843,471.50785344,323.04744341,266.84197393,245.03668430,483.14847539,0.41709772,0.13414360,0.07560203,0.05854157,0.44875868
696,7.23000000,73.54517564,-17.30888294,102.78842218,-15.08902303,471.55601447,323.12135375,266.89844422,245.09817855,483.56625129,0.41664847,0.13405003,0.07554540,0.05850462,0.44930151
697,7.24000000,73.58593962,-17.31106117,102.90872770,-15.12811370,471.60405336,323.19508507,266.95477860,245.15952239,483.98347796,0.41620016,0.13395653,0.07548884,0.05846769,0.44984331
698,7.25000000,73.62664692,-17.31323226,103.02901398,-15.16722041,471.65197045,323.26863788,267.01097747,245.22071627,484.40015721,0.41575279,0.13386312,0.07543234,0.05843078,0.45038409
699,7.26000000,73.66729766,-17.31539623,103.14928107,-15.20634311,471.69976612,323.34201268,267.06704118,245.28176060,484.81629088,0.41530636,0.13376978,0.07537590,0.05839388,0.45092386
700,7.27000000,73.70789197,-17.31755313,103.26952900,-15.24548178,471.74744072,323.41520997,267.12297012,245.34265582,485.23188077,0.41486087,0.13367652,0.07531952,0.05835701,0.45146261
701,7.28000000,73.74842998,-17.31970296,103.38975781,-15.28463637,471.79499459,323.48823023,267.17876465,245.40340233,485.64692868,0.41441630,0.13358334,0.07526320,0.05832014,0.45200036
702,7.29000000,73.78891180,-17.32184576,103.50996756,-15.32380686,471.84242810,323.56107397,267.23442514,245.46400058,486.06143640,0.41397266,0.13349024,0.07520694,0.05828330,0.45253710
703,7.30000000,73.82933757,-17.32398156,103.63015828,-15.36299320,471.88974158,323.63374166,267.28995196,245.52445096,486.47540571,0.41352995,0.13339721,0.07515074,0.05824647,0.45307284
704,7.31000000,73.86970742,-17.32611037,103.75033002,-15.40219536,471.93693539,323.70623380,267.34534548,245.58475390,486.88883837,0.41308816,0.13330426,0.07509460,0.05820966,0.45360758
705,7.32000000,73.91002146,-17.32823222,103.87048282,-15.44141331,471.98400988,323.77855088,267.40060606,245.64490982,487.30173616,0.41264729,0.13321139,0.07503853,0.05817286,0.45414132
706,7.33000000,73.95027982,-17.33034714,103.99061672,-15.48064701,472.03096539,323.85069337,267.45573407,245.70491913,487.71410081,0.41220733,0.13311860,0.07498251,0.05813609,0.45467407
707,7.34000000,73.99048264,-17.33245515,104.11073176,-15.51989642,472.07780226,323.92266177,267.51072986,245.76478224,488.12593408,0.41176829,0.13302589,0.07492656,0.05809933,0.45520582
708,7.35000000,74.03063002,-17.33455628,104.23082799,-15.55916151,472.12452084,323.99445655,267.56559380,245.82449957,488.53723769,0.41133016,0.13293325,0.07487066,0.05806259,0.45573659
709,7.36000000,74.07072210,-17.33665056,104.35090544,-15.59844225,472.17112147,324.06607819,267.62032626,245.88407152,488.94801336,0.41089293,0.13284069,0.07481483,0.05802586,0.45626638
710,7.37000000,74.11075899,-17.33873800,104.47096417,-15.63773859,472.21760448,324.13752716,267.67492757,245.94349849,489.35826281,0.41045661,0.13274821,0.07475906,0.05798915,0.45679518
711,7.38000000,74.15074083,-17.34081863,104.59100421,-15.67705051,472.26397023,324.20880395,267.72939812,246.00278091,489.76798775,0.41002119,0.13265581,0.07470334,0.05795246,0.45732300
712,7.39000000,74.19066774,-17.34289247,104.71102560,-15.71637797,472.31021903,324.27990903,267.78373823,246.06191916,490.17718986,0.40958667,0.13256348,0.07464769,0.05791579,0.45784985
713,7.40000000,74.23053983,-17.34495956,104.83102838,-15.75572093,472.35635123,324.35084286,267.83794829,246.12091366,490.58587083,0.40915304,0.13247124,0.07459210,0.05787914,0.45837573
714,7.41000000,74.27035722,-17.34701990,104.95101260,-15.79507937,472.40236717,324.42160592,267.89202862,246.17976480,490.99403235,0.40872030,0.13237907,0.07453657,0.05784250,0.45890063
715,7.42000000,74.31012005,-17.34907354,105.07097830,-15.83445324,472.44826717,324.49219867,267.94597959,246.23847299,491.40167606,0.40828845,0.13228698,0.07448109,0.05780588,0.45942457
716,7.43000000,74.34982844,-17.35112049,105.19092551,-15.87384251,472.49405156,324.56262158,267.99980155,246.29703862,491.80880365,0.40785749,0.13219497,0.07442568,0.05776928,0.45994754
717,7.44000000,74.38948249,-17.35316077,105.31085428,-15.91324716,472.53972068,324.63287512,268.05349484,246.35546208,492.21541675,0.40742741,0.13210303,0.07437033,0.05773270,0.46046956
718,7.45000000,74.42908234,-17.35519441,105.43076465,-15.95266714,472.58527485,324.70295975,268.10705982,246.41374378,492.62151700,0.40699822,0.13201117,0.07431504,0.05769614,0.46099061
719,7.46000000,74.46862811,-17.35722143,105.55065666,-15.99210241,472.63071440,324.77287592,268.16049682,246.47188411,493.02710605,0.40656990,0.13191939,0.07425980,0.05765959,0.46151071
720,7.47000000,74.50811991,-17.35924186,105.67053036,-16.03155296,472.67603966,324.84262409,268.21380620,246.52988345,493.43218551,0.40614245,0.13182769,0.07420463,0.05762306,0.46202986
721,7.48000000,74.54755786,-17.36125572,105.79038577,-16.07101874,472.72125094,324.91220473,268.26698829,246.58774220,493.83675699,0.40571588,0.13173607,0.07414952,0.05758655,0.46254806
722,7.49000000,74.58694209,-17.36326303,105.91022294,-16.11049972,472.76634858,324.98161829,268.32004343,246.64546075,494.24082212,0.40529017,0.13164452,0.07409446,0.05755006,0.46306531
723,7.50000000,74.62627271,-17.36526381,106.03004192,-16.14999586,472.81133289,325.05086522,268.37297198,246.70303948,494.64438247,0.40486533,0.13155305,0.07403947,0.05751359,0.46358161
