,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Lambda kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Lambda frac
724,7.51000000,74.66554985,-17.36725809,106.14984273,-16.18950714,472.85620420,325.11994598,268.42577427,246.76047879,495.04743965,0.40444136,0.13146166,0.07398453,0.05747713,0.46409698
725,7.52000000,74.70477361,-17.36924590,106.26962543,-16.22903352,472.90096281,325.18886100,268.47845063,246.81777904,495.44999524,0.40401824,0.13137035,0.07392965,0.05744070,0.46461141
726,7.53000000,74.74394412,-17.37122724,106.38939005,-16.26857497,472.94560906,325.25761075,268.53100140,246.87494064,495.85205080,0.40359599,0.13127912,0.07387484,0.05740428,0.46512490
727,7.54000000,74.78306150,-17.37320215,106.50913663,-16.30813145,472.99014325,325.32619567,268.58342692,246.93196395,496.25360791,0.40317458,0.13118796,0.07382008,0.05736788,0.46563746
728,7.55000000,74.82212587,-17.37517065,106.62886520,-16.34770293,473.03456570,325.39461620,268.63572753,246.98884936,496.65466812,0.40275404,0.13109688,0.07376538,0.05733150,0.46614908
729,7.56000000,74.86113733,-17.37713276,106.74857582,-16.38728937,473.07887672,325.46287279,268.68790355,247.04559724,497.05523298,0.40233434,0.13100588,0.07371074,0.05729514,0.46665979
730,7.57000000,74.90009601,-17.37908850,106.86826851,-16.42689076,473.12307663,325.53096587,268.73995532,247.10220798,497.45530403,0.40191548,0.13091496,0.07365616,0.05725880,0.46716956
731,7.58000000,74.93900203,-17.38103790,106.98794332,-16.46650705,473.16716574,325.59889590,268.79188317,247.15868194,497.85488281,0.40149747,0.13082411,0.07360164,0.05722247,0.46767842
732,7.59000000,74.97785550,-17.38298097,107.10760029,-16.50613820,473.21114435,325.66666330,268.84368743,247.21501951,498.25397084,0.40108031,0.13073334,0.07354717,0.05718617,0.46818635
733,7.60000000,75.01665654,-17.38491774,107.22723945,-16.54578420,473.25501277,325.73426851,268.89536842,247.27122105,498.65256964,0.40066398,0.13064265,0.07349277,0.05714988,0.46869337
734,7.61000000,75.05540525,-17.38684823,107.34686085,-16.58544500,473.29877132,325.80171197,268.94692648,247.32728694,499.05068071,0.40024848,0.13055204,0.07343842,0.05711362,0.46919948
735,7.62000000,75.09410177,-17.38877247,107.46646452,-16.62512058,473.34242029,325.86899411,268.99836193,247.38321754,499.44830557,0.39983382,0.13046150,0.07338413,0.05707737,0.46970467
736,7.63000000,75.13274620,-17.39069047,107.58605050,-16.66481089,473.38595999,325.93611537,269.04967509,247.43901322,499.84544570,0.39942000,0.13037104,0.07332990,0.05704114,0.47020896
737,7.64000000,75.17133865,-17.39260225,107.70561882,-16.70451592,473.42939073,326.00307617,269.10086629,247.49467436,500.24210258,0.39900700,0.13028066,0.07327573,0.05700493,0.47071234
738,7.65000000,75.20987925,-17.39450784,107.82516954,-16.74423563,473.47271280,326.06987693,269.15193584,247.55020131,500.63827771,0.39859482,0.13019036,0.07322162,0.05696874,0.47121482
739,7.66000000,75.24836810,-17.39640726,107.94470268,-16.78396998,473.51592650,326.13651810,269.20288408,247.60559444,501.03397256,0.39818347,0.13010013,0.07316756,0.05693257,0.47171640
740,7.67000000,75.28680533,-17.39830052,108.06421828,-16.82371895,473.55903215,326.20300009,269.25371131,247.66085411,501.42918857,0.39777294,0.13000999,0.07311356,0.05689642,0.47221708
741,7.68000000,75.32519103,-17.40018766,108.18371639,-16.86348250,473.60203002,326.26932333,269.30441787,247.71598068,501.82392722,0.39736322,0.12991992,0.07305962,0.05686029,0.47271686
742,7.69000000,75.36352534,-17.40206868,108.30319703,-16.90326060,473.64492043,326.33548824,269.35500406,247.77097452,502.21818996,0.39695432,0.12982992,0.07300574,0.05682418,0.47321576
743,7.70000000,75.40180835,-17.40394362,108.42266025,-16.94305322,473.68770366,326.40149524,269.40547020,247.82583597,502.61197822,0.39654623,0.12974001,0.07295192,0.05678809,0.47371376
744,7.71000000,75.44004018,-17.40581249,108.54210608,-16.98286033,473.73038002,326.46734474,269.45581661,247.88056541,503.00529343,0.39613896,0.12965017,0.07289815,0.05675201,0.47421088
745,7.72000000,75.47822095,-17.40767532,108.66153457,-17.02268190,473.77294978,326.53303717,269.50604360,247.93516318,503.39813704,0.39573249,0.12956041,0.07284445,0.05671596,0.47470711
746,7.73000000,75.51635076,-17.40953212,108.78094574,-17.06251789,473.81541326,326.59857295,269.55615149,247.98962963,503.79051045,0.39532682,0.12947072,0.07279080,0.05667993,0.47520246
747,7.74000000,75.55442973,-17.41138291,108.90033964,-17.10236828,473.85777073,326.66395248,269.60614058,248.04396513,504.18241508,0.39492196,0.12938112,0.07273720,0.05664391,0.47569692
748,7.75000000,75.59245797,-17.41322771,109.01971630,-17.14223304,473.90002249,326.72917618,269.65601119,248.09817002,504.57385235,0.39451789,0.12929159,0.07268367,0.05660792,0.47619052
749,7.76000000,75.63043558,-17.41506655,109.13907576,-17.18211213,473.94216882,326.79424446,269.70576362,248.15224466,504.96482364,0.39411463,0.12920214,0.07263019,0.05657195,0.47668323
750,7.77000000,75.66836269,-17.41689945,109.25841806,-17.22200552,473.98421002,326.85915773,269.75539819,248.20618939,505.35533035,0.39371216,0.12911276,0.07257677,0.05653599,0.47717508
751,7.78000000,75.70623940,-17.41872642,109.37774323,-17.26191319,474.02614636,326.92391639,269.80491519,248.26000455,505.74537387,0.39331048,0.12902347,0.07252341,0.05650006,0.47766606
752,7.79000000,75.74406582,-17.42054749,109.49705131,-17.30183510,474.06797814,326.98852086,269.85431494,248.31369051,506.13495557,0.39290959,0.12893425,0.07247010,0.05646415,0.47815617
753,7.80000000,75.78184206,-17.42236267,109.61634234,-17.34177123,474.10970564,327.05297155,269.90359775,248.36724760,506.52407683,0.39250949,0.12884510,0.07241685,0.05642825,0.47864541
754,7.81000000,75.81956823,-17.42417198,109.73561634,-17.38172153,474.15132914,327.11726884,269.95276391,248.42067616,506.91273901,0.39211017,0.12875604,0.07236366,0.05639238,0.47913379
755,7.82000000,75.85724444,-17.42597545,109.85487337,-17.42168599,474.19284892,327.18141315,270.00181373,248.47397654,507.30094347,0.39171163,0.12866705,0.07231052,0.05635652,0.47962132
756,7.83000000,75.89487080,-17.42777309,109.97411345,-17.46166456,474.23426527,327.24540488,270.05074751,248.52714908,507.68869157,0.39131388,0.12857814,0.07225745,0.05632069,0.48010798
757,7.84000000,75.93244741,-17.42956492,110.09333662,-17.50165723,474.27557845,327.30924443,270.09956554,248.58019412,508.07598464,0.39091690,0.12848930,0.07220443,0.05628488,0.48059380
758,7.85000000,75.96997439,-17.43135097,110.21254292,-17.54166397,474.31678876,327.37293218,270.14826814,248.63311199,508.46282404,0.39052070,0.12840055,0.07215146,0.05624908,0.48107876
759,7.86000000,76.00745185,-17.43313125,110.33173238,-17.58168473,474.35789646,327.43646855,270.19685560,248.68590305,508.84921108,0.39012527,0.12831187,0.07209855,0.05621331,0.48156287
760,7.87000000,76.04487988,-17.43490578,110.45090504,-17.62171950,474.39890184,327.49985393,270.24532821,248.73856761,509.23514710,0.38973061,0.12822326,0.07204570,0.05617756,0.48204613
761,7.88000000,76.08225861,-17.43667458,110.57006094,-17.66176824,474.43980517,327.56308870,270.29368627,248.79110602,509.62063341,0.38933672,0.12813474,0.07199291,0.05614183,0.48252855
762,7.89000000,76.11958813,-17.43843767,110.68920010,-17.70183092,474.48060672,327.62617326,270.34193008,248.84351862,510.00567133,0.38894359,0.12804629,0.07194017,0.05610612,0.48301013
763,7.90000000,76.15686855,-17.44019506,110.80832256,-17.74190751,474.52130676,327.68910801,270.39005993,248.89580572,510.39026217,0.38855123,0.12795791,0.07188749,0.05607043,0.48349086
764,7.91000000,76.19409998,-17.44194679,110.92742837,-17.78199799,474.56190557,327.75189332,270.43807611,248.94796767,510.77440722,0.38815962,0.12786962,0.07183486,0.05603476,0.48397076
765,7.92000000,76.23128253,-17.44369286,111.04651755,-17.82210233,474.60240342,327.81452959,270.48597891,249.00000480,511.15810778,0.38776878,0.12778140,0.07178229,0.05599911,0.48444982
766,7.93000000,76.26841630,-17.44543329,111.16559014,-17.86222049,474.64280058,327.87701721,270.53376864,249.05191742,511.54136514,0.38737869,0.12769326,0.07172978,0.05596348,0.48492805
767,7.94000000,76.30550140,-17.44716810,111.28464617,-17.90235245,474.68309731,327.93935656,270.58144557,249.10370588,511.92418058,0.38698936,0.12760519,0.07167732,0.05592787,0.48540545
768,7.95000000,76.34253793,-17.44889732,111.40368568,-17.94249818,474.72329388,328.00154802,270.62900999,249.15537050,512.30655537,0.38660077,0.12751720,0.07162492,0.05589228,0.48588202
769,7.96000000,76.37952600,-17.45062095,111.52270871,-17.98265764,474.76339056,328.06359197,270.67646220,249.20691160,512.68849079,0.38621294,0.12742929,0.07157257,0.05585672,0.48635777
770,7.97000000,76.41646571,-17.45233903,111.64171528,-18.02283082,474.80338762,328.12548881,270.72380247,249.25832950,513.06998809,0.38582585,0.12734145,0.07152028,0.05582117,0.48683269
771,7.98000000,76.45335717,-17.45405156,111.76070544,-18.06301767,474.84328531,328.18723890,270.77103110,249.30962453,513.45104854,0.38543951,0.12725369,0.07146805,0.05578565,0.48730679
772,7.99000000,76.49020049,-17.45575856,111.87967922,-18.10321818,474.88308391,328.24884262,270.81814838,249.36079702,513.83167339,0.38505391,0.12716601,0.07141587,0.05575014,0.48778008
