,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Lambda frac,Sigma 0 frac
229,2.56000000,44.43293088,-14.15243576,42.39096301,-0.00000000,418.31339059,246.88061372,209.22015308,180.58629532,95.26901092,0.00000000,0.82143567,0.16886095,0.10277295,0.06608800,0.00970338,0.00000000
230,2.57000000,44.48597047,-14.16843651,42.47215828,0.00000000,418.53688190,247.16270871,209.43098712,180.83051724,101.43733930,0.00000000,0.81955160,0.16878115,0.10268285,0.06609830,0.01166725,0.00000000
231,2.58000000,44.53731526,-14.18392748,42.55086328,0.00000000,418.75321684,247.43575141,209.63507767,181.06684784,107.08575533,0.00000000,0.81764161,0.16868477,0.10258418,0.06610059,0.01367362,0.00000000
232,2.59000000,44.58718025,-14.19897346,42.62739833,-0.00000000,418.96330328,247.70088926,209.83328034,181.29628550,112.31342668,0.00000000,0.81571118,0.16857422,0.10247822,0.06609600,0.01571461,0.00000000
233,2.60000000,44.63573376,-14.21362513,42.70201380,-0.00000000,419.16785192,247.95902054,210.02626486,181.51961197,117.19215144,0.00000000,0.81376456,0.16845139,0.10236599,0.06608540,0.01778404,0.00000000
234,2.61000000,44.68311098,-14.22792323,42.77491063,0.00000000,419.36743382,248.21086710,210.21456937,181.73745562,121.77581220,0.00000000,0.81180518,0.16831782,0.10224831,0.06606950,0.01987700,0.00000000
235,2.62000000,44.72942288,-14.24190118,42.84625348,-0.00000000,419.56251767,248.45702136,210.39863550,181.95033228,126.10602063,0.00000000,0.80983581,0.16817474,0.10212585,0.06604888,0.02198945,0.00000000
236,2.63000000,44.77476211,-14.25558689,42.91617969,0.00000000,419.75349478,248.69797803,210.57883194,182.15867276,130.21567199,0.00000000,0.80785875,0.16802319,0.10199916,0.06602403,0.02411805,0.00000000
237,2.64000000,44.81920711,-14.26900397,42.98480545,-0.00000000,419.94069665,248.93415620,210.75547106,182.36284211,134.13128184,0.00000000,0.80587594,0.16786408,0.10186872,0.06599535,0.02625999,0.00000000
238,2.65000000,44.86282519,-14.28217271,43.05223029,-0.00000000,420.12440757,249.16591528,210.92882069,182.56315345,137.87457794,0.00000000,0.80388900,0.16769814,0.10173494,0.06596320,0.02841286,0.00000000
239,2.66000000,44.90567466,-14.29511066,43.11854039,-0.00000000,420.30487396,249.39356681,211.09911298,182.75987826,141.46361762,0.00000000,0.80189935,0.16752604,0.10159815,0.06592789,0.03057461,0.00000000
240,2.67000000,44.94780652,-14.30783318,43.18381104,-0.00000000,420.48231132,249.61738331,211.26655096,182.95325402,144.91359239,0.00000000,0.79990821,0.16734835,0.10145868,0.06588968,0.03274344,0.00000000
241,2.68000000,44.98926574,-14.32035382,43.24810855,-0.00000000,420.65690971,249.83760506,211.43131368,183.14349020,148.23742018,0.00000000,0.79791662,0.16716558,0.10131677,0.06584880,0.03491781,0.00000000
242,2.69000000,45.03009226,-14.33268459,43.31149179,-0.00000000,420.82883792,250.05444551,211.59356013,183.33077289,151.44618986,0.00000000,0.79592550,0.16697816,0.10117269,0.06580548,0.03709633,0.00000000
243,2.70000000,45.07032176,-14.34483624,43.37401327,0.00000000,420.99824679,250.26809541,211.75343240,183.51526840,154.54950048,0.00000000,0.79393568,0.16678651,0.10102662,0.06575989,0.03927781,0.00000000
244,2.71000000,45.10998634,-14.35681844,43.43572019,0.00000000,421.16527192,250.47872625,211.91105824,183.69712628,157.55572411,0.00000000,0.79194786,0.16659097,0.10087877,0.06571220,0.04146116,0.00000000
245,2.72000000,45.14911496,-14.36863991,43.49665513,-0.00000000,421.33003583,250.68649297,212.06655304,183.87648169,160.47221226,0.00000000,0.78996269,0.16639188,0.10072931,0.06566257,0.04364544,0.00000000
246,2.73000000,45.18773394,-14.38030857,43.55685672,0.00000000,421.49264974,250.89153622,212.22002156,184.05345732,163.30545998,0.00000000,0.78798072,0.16618951,0.10057838,0.06561113,0.04582977,0.00000000
247,2.74000000,45.22586727,-14.39183164,43.61636014,-0.00000000,421.65321503,251.09398425,212.37155931,184.22816506,166.06123770,0.00000000,0.78600246,0.16598414,0.10042613,0.06555801,0.04801340,0.00000000
248,2.75000000,45.26353688,-14.40321573,43.67519757,-0.00000000,421.81182450,251.29395441,212.52125366,184.40070731,168.74469823,0.00000000,0.78402837,0.16577600,0.10027268,0.06550331,0.05019563,0.00000000
249,2.76000000,45.30076294,-14.41446691,43.73339851,0.00000000,421.96856338,251.49155452,212.66918490,184.57117816,171.36046439,0.00000000,0.78205884,0.16556531,0.10011816,0.06544716,0.05237584,0.00000000
250,2.77000000,45.33756402,-14.42559076,43.79099016,0.00000000,422.12351020,251.68688391,212.81542700,184.73966431,173.91270141,0.00000000,0.78009425,0.16535229,0.09996265,0.06538963,0.05455347,0.00000000
251,2.78000000,45.37395728,-14.43659245,43.84799762,-0.00000000,422.27673756,251.88003440,212.96004832,184.90624592,176.40517711,0.00000000,0.77813491,0.16513710,0.09980627,0.06533083,0.05672799,0.00000000
252,2.79000000,45.40995865,-14.44747678,43.90444414,0.00000000,422.42831274,252.07109114,213.10311223,185.07099730,178.84131242,0.00000000,0.77618112,0.16491993,0.09964910,0.06527083,0.05889895,0.00000000
253,2.80000000,45.44558291,-14.45824819,43.96035131,0.00000000,422.57829829,252.26013322,213.24467763,185.23398753,181.22422390,0.00000000,0.77423315,0.16470093,0.09949123,0.06520970,0.06106592,0.00000000
254,2.81000000,45.48084383,-14.46891083,44.01573924,-0.00000000,422.72675246,252.44723437,213.38479939,185.39528098,183.55675988,0.00000000,0.77229123,0.16448025,0.09933272,0.06514753,0.06322852,0.00000000
255,2.82000000,45.51575428,-14.47946858,44.07062669,0.00000000,422.87372967,252.63246342,213.52352875,185.55493776,185.84153131,0.00000000,0.77035558,0.16425802,0.09917366,0.06508436,0.06538640,0.00000000
256,2.83000000,45.55032631,-14.48992505,44.12503119,-0.00000000,423.01928084,252.81588478,213.66091366,185.71301415,188.08093818,0.00000000,0.76842639,0.16403437,0.09901410,0.06502028,0.06753923,0.00000000
257,2.84000000,45.58457119,-14.50028365,44.17896918,-0.00000000,423.16345371,252.99755887,213.79699907,185.86956290,190.27719234,0.00000000,0.76650385,0.16380942,0.09885410,0.06495532,0.06968673,0.00000000
258,2.85000000,45.61849953,-14.51054756,44.23245610,0.00000000,423.30629313,253.17754245,213.93182724,186.02463360,192.43233725,0.00000000,0.76458810,0.16358328,0.09869373,0.06488955,0.07182862,0.00000000
259,2.86000000,45.65212132,-14.52071978,44.28550645,0.00000000,423.44784132,253.35588893,214.06543791,186.17827292,194.54826514,0.00000000,0.76267930,0.16335604,0.09853303,0.06482301,0.07396466,0.00000000
260,2.87000000,45.68544597,-14.53080316,44.33813390,0.00000000,423.58813808,253.53264868,214.19786856,186.33052486,196.62673206,0.00000000,0.76077756,0.16312781,0.09837206,0.06475575,0.07609463,0.00000000
261,2.88000000,45.71848235,-14.54080036,44.39035137,0.00000000,423.72722100,253.70786926,214.32915458,186.48143099,198.66937099,0.00000000,0.75888301,0.16289867,0.09821085,0.06468782,0.07821832,0.00000000
262,2.89000000,45.75123888,-14.55071390,44.44217104,-0.00000000,423.86512561,253.88159563,214.45932944,186.63103061,200.67770345,0.00000000,0.75699574,0.16266872,0.09804946,0.06461925,0.08033555,0.00000000
263,2.90000000,45.78372350,-14.56054619,44.49360445,0.00000000,424.00188558,254.05387041,214.58842484,186.77936094,202.65314971,0.00000000,0.75511585,0.16243801,0.09788792,0.06455009,0.08244613,0.00000000
264,2.91000000,45.81594377,-14.57029949,44.54466254,0.00000000,424.13753283,254.22473398,214.71647082,186.92645731,204.59703787,0.00000000,0.75324343,0.16220664,0.09772627,0.06448038,0.08454993,0.00000000
265,2.92000000,45.84790684,-14.57997596,44.59535569,0.00000000,424.27209765,254.39422471,214.84349593,187.07235323,206.51061189,0.00000000,0.75137853,0.16197467,0.09756454,0.06441013,0.08664679,0.00000000
266,2.93000000,45.87961954,-14.58957765,44.64569376,0.00000000,424.40560889,254.56237907,214.96952731,187.21708061,208.39503875,0.00000000,0.74952124,0.16174217,0.09740277,0.06433940,0.08873659,0.00000000
267,2.94000000,45.91108835,-14.59910651,44.69568613,-0.00000000,424.53809395,254.72923178,215.09459078,187.36066978,210.25141492,0.00000000,0.74767161,0.16150919,0.09724099,0.06426821,0.09081920,0.00000000
268,2.95000000,45.94231943,-14.60856439,44.74534174,-0.00000000,424.66957899,254.89481593,215.21871095,187.50314969,212.08077205,0.00000000,0.74582968,0.16127580,0.09707922,0.06419658,0.09289452,0.00000000
269,2.96000000,45.97331870,-14.61795308,44.79466909,0.00000000,424.80008893,255.05916307,215.34191131,187.64454793,213.88408213,0.00000000,0.74399550,0.16104205,0.09691750,0.06412455,0.09496245,0.00000000
270,2.97000000,46.00409177,-14.62727425,44.84367634,-0.00000000,424.92964759,255.22230336,215.46421428,187.78489085,215.66226222,0.00000000,0.74216910,0.16080800,0.09675585,0.06405215,0.09702290,0.00000000
271,2.98000000,46.03464404,-14.63652953,44.89237122,-0.00000000,425.05827773,255.38426559,215.58564127,187.92420366,217.41617853,0.00000000,0.74035053,0.16057368,0.09659429,0.06397939,0.09907579,0.00000000
272,2.99000000,46.06498063,-14.64572048,44.94076119,-0.00000000,425.18600112,255.54507734,215.70621281,188.06251047,219.14665031,0.00000000,0.73853980,0.16033916,0.09643285,0.06390631,0.10112104,0.00000000
273,3.00000000,46.09510649,-14.65484856,44.98885333,-0.00000000,425.31283862,255.70476500,215.82594851,188.19983436,220.85445327,0.00000000,0.73673694,0.16010446,0.09627154,0.06383291,0.10315860,0.00000000
274,3.01000000,46.12502634,-14.66391520,45.03665446,0.00000000,425.43881022,255.86335389,215.94486721,188.33619746,222.54032267,0.00000000,0.73494196,0.15986964,0.09611040,0.06375924,0.10518840,0.00000000
275,3.02000000,46.15474471,-14.67292176,45.08417111,0.00000000,425.56393507,256.02086826,216.06298695,188.47162102,224.20495621,0.00000000,0.73315487,0.15963473,0.09594943,0.06368530,0.10721040,0.00000000
276,3.03000000,46.18426594,-14.68186956,45.13140953,-0.00000000,425.68823160,256.17733143,216.18032506,188.60612541,225.84901661,0.00000000,0.73137570,0.15939977,0.09578866,0.06361111,0.10922454,0.00000000
277,3.04000000,46.21359423,-14.69075984,45.17837575,-0.00000000,425.81171748,256.33276578,216.29689819,188.73973023,227.47313399,0.00000000,0.72960443,0.15916479,0.09562810,0.06353670,0.11123078,0.00000000
278,3.05000000,46.24273359,-14.69959382,45.22507554,0.00000000,425.93440972,256.48719284,216.41272235,188.87245431,229.07790801,0.00000000,0.72784108,0.15892984,0.09546776,0.06346207,0.11322909,0.00000000
279,3.06000000,46.27168788,-14.70837265,45.27151446,0.00000000,426.05632467,256.64063332,216.52781295,189.00431577,230.66390991,0.00000000,0.72608564,0.15869493,0.09530767,0.06338726,0.11521944,0.00000000
280,3.07000000,46.30046083,-14.71709746,45.31769786,0.00000000,426.17747808,256.79310717,216.64218480,189.13533206,232.23168430,0.00000000,0.72433810,0.15846010,0.09514784,0.06331226,0.11720179,0.00000000
281,3.08000000,46.32905602,-14.72576933,45.36363088,-0.00000000,426.29788512,256.94463359,216.75585220,189.26552000,233.78175083,0.00000000,0.72259847,0.15822538,0.09498827,0.06323711,0.11917614,0.00000000
282,3.09000000,46.35747692,-14.73438929,45.40931849,0.00000000,426.41756043,257.09523112,216.86882892,189.39489580,235.31460578,0.00000000,0.72086674,0.15799080,0.09482899,0.06316181,0.12114246,0.00000000
283,3.10000000,46.38572686,-14.74295835,45.45476548,0.00000000,426.53651810,257.24491762,216.98112824,189.52347510,236.83072347,0.00000000,0.71914288,0.15775638,0.09467001,0.06308637,0.12310074,0.00000000
284,3.11000000,46.41380905,-14.75147747,45.49997646,0.00000000,426.65477178,257.39371034,217.09276300,189.65127299,238.33055755,0.00000000,0.71742690,0.15752215,0.09451133,0.06301082,0.12505096,0.00000000
285,3.12000000,46.44172661,-14.75994759,45.54495589,0.00000000,426.77233460,257.54162594,217.20374558,189.77830406,239.81454224,0.00000000,0.71571876,0.15728812,0.09435297,0.06293516,0.12699311,0.00000000
286,3.13000000,46.46948255,-14.76836961,45.58970807,0.00000000,426.88921929,257.68868052,217.31408794,189.90458240,241.28309348,0.00000000,0.71401847,0.15705433,0.09419493,0.06285940,0.12892720,0.00000000
287,3.14000000,46.49707976,-14.77674440,45.63423717,0.00000000,427.00543812,257.83488965,217.42380166,190.03012163,242.73660992,0.00000000,0.71232599,0.15682079,0.09403723,0.06278356,0.13085322,0.00000000
288,3.15000000,46.52452107,-14.78507281,45.67854720,0.00000000,427.12100300,257.98026838,217.53289793,190.15493494,244.17547397,0.00000000,0.71064131,0.15658752,0.09387988,0.06270764,0.13277117,0.00000000
289,3.16000000,46.55180918,-14.79335566,45.72264205,0.00000000,427.23592542,258.12483130,217.64138760,190.27903509,245.60005262,0.00000000,0.70896441,0.15635454,0.09372287,0.06263167,0.13468105,0.00000000
290,3.17000000,46.57894674,-14.80159374,45.76652550,0.00000000,427.35021653,258.26859251,217.74928114,190.40243443,247.01069833,0.00000000,0.70729525,0.15612187,0.09356623,0.06255564,0.13658287,0.00000000
291,3.18000000,46.60593629,-14.80978781,45.81020119,0.00000000,427.46388713,258.41156569,217.85658873,190.52514494,248.40774980,0.00000000,0.70563383,0.15588953,0.09340996,0.06247957,0.13847664,0.00000000
292,3.19000000,46.63278031,-14.81793862,45.85367265,-0.00000000,427.57694767,258.55376409,217.96332022,190.64717821,249.79153271,0.00000000,0.70398011,0.15565753,0.09325407,0.06240346,0.14036236,0.00000000
293,3.20000000,46.65948120,-14.82604688,45.89694331,-0.00000000,427.68940831,258.69520057,218.06948515,190.76854551,251.16236038,0.00000000,0.70233406,0.15542589,0.09309855,0.06232733,0.14224005,0.00000000
294,3.21000000,46.68604129,-14.83411330,45.94001650,0.00000000,427.80127888,258.83588759,218.17509281,190.88925774,252.52053441,0.00000000,0.70069566,0.15519462,0.09294343,0.06225119,0.14410972,0.00000000
295,3.22000000,46.71246283,-14.84213856,45.98289542,0.00000000,427.91256894,258.97583725,218.28015217,191.00932551,253.86634528,0.00000000,0.69906487,0.15496374,0.09278870,0.06217504,0.14597139,0.00000000
296,3.23000000,46.73874801,-14.85012331,46.02558322,-0.00000000,428.02328776,259.11506131,218.38467199,191.12875911,255.20007294,0.00000000,0.69744168,0.15473326,0.09263437,0.06209889,0.14782507,0.00000000
297,3.24000000,46.76489898,-14.85806819,46.06808292,-0.00000000,428.13344436,259.25357117,218.48866073,191.24756853,256.52198726,0.00000000,0.69582604,0.15450319,0.09248045,0.06202274,0.14967077,0.00000000
298,3.25000000,46.79091778,-14.86597383,46.11039748,0.00000000,428.24304747,259.39137793,218.59212664,191.36576347,257.83234857,0.00000000,0.69421793,0.15427355,0.09232693,0.06194662,0.15150853,0.00000000
299,3.26000000,46.81680645,-14.87384082,46.15252976,0.00000000,428.35210562,259.52849237,218.69507774,191.48335339,259.13140813,0.00000000,0.69261731,0.15404434,0.09217383,0.06187051,0.15333835,0.00000000
300,3.27000000,46.84256694,-14.88166976,46.19448255,-0.00000000,428.46062707,259.66492496,218.79752180,191.60034746,260.41940852,0.00000000,0.69102415,0.15381558,0.09202115,0.06179443,0.15516027,0.00000000
301,3.28000000,46.86820114,-14.88946122,46.23625855,0.00000000,428.56861987,259.80068592,218.89946643,191.71675462,261.69658407,0.00000000,0.68943842,0.15358728,0.09186889,0.06171839,0.15697429,0.00000000
302,3.29000000,46.89371091,-14.89721575,46.27786040,0.00000000,428.67609187,259.93578515,219.00091898,191.83258355,262.96316124,0.00000000,0.68786009,0.15335945,0.09171706,0.06164239,0.15878046,0.00000000
303,3.30000000,46.91909805,-14.90493389,46.31929067,0.00000000,428.78305067,260.07023234,219.10188663,191.94784273,264.21935897,0.00000000,0.68628912,0.15313209,0.09156566,0.06156643,0.16057879,0.00000000
304,3.31000000,46.94436433,-14.91261618,46.36055185,0.00000000,428.88950370,260.20403687,219.20237639,192.06254038,265.46538905,0.00000000,0.68472547,0.15290522,0.09141469,0.06149053,0.16236931,0.00000000
305,3.32000000,46.96951144,-14.92026312,46.40164637,0.00000000,428.99545820,260.33720792,219.30239506,192.17668454,266.70145640,0.00000000,0.68316911,0.15267885,0.09126416,0.06141468,0.16415205,0.00000000
306,3.33000000,46.99454106,-14.92787521,46.44257660,0.00000000,429.10092122,260.46975441,219.40194927,192.29028302,267.92775939,0.00000000,0.68162001,0.15245297,0.09111407,0.06133890,0.16592702,0.00000000
307,3.34000000,47.01945481,-14.93545295,46.48334485,-0.00000000,429.20589961,260.60168506,219.50104550,192.40334347,269.14449011,0.00000000,0.68007812,0.15222760,0.09096442,0.06126319,0.16769427,0.00000000
308,3.35000000,47.04425427,-14.94299681,46.52395336,-0.00000000,429.31040008,260.73300834,219.59969005,192.51587330,270.35183469,0.00000000,0.67854342,0.15200276,0.09081521,0.06118755,0.16945383,0.00000000
309,3.36000000,47.06894100,-14.95050724,46.56440432,-0.00000000,429.41442916,260.86373254,219.69788907,192.62787976,271.54997348,0.00000000,0.67701586,0.15177843,0.09066645,0.06111198,0.17120571,0.00000000
310,3.37000000,47.09351649,-14.95798471,46.60469988,0.00000000,429.51799321,260.99386572,219.79564856,192.73936995,272.73908136,0.00000000,0.67549542,0.15155463,0.09051813,0.06103650,0.17294995,0.00000000
311,3.38000000,47.11798222,-14.96542966,46.64484212,0.00000000,429.62109847,261.12341578,219.89297438,192.85035074,273.91932791,0.00000000,0.67398204,0.15133137,0.09037027,0.06096110,0.17468658,0.00000000
312,3.39000000,47.14233962,-14.97284251,46.68483306,-0.00000000,429.72375099,261.25239040,219.98987224,192.96082890,275.09087767,0.00000000,0.67247570,0.15110866,0.09022286,0.06088580,0.17641564,0.00000000
313,3.40000000,47.16659010,-14.98022368,46.72467471,-0.00000000,429.82595670,261.38079709,220.08634773,193.07081099,276.25389033,0.00000000,0.67097636,0.15088648,0.09007590,0.06081058,0.17813716,0.00000000
314,3.41000000,47.19073502,-14.98757359,46.76436900,-0.00000000,429.92772138,261.50864319,220.18240628,193.18030344,277.40852092,0.00000000,0.66948398,0.15066486,0.08992940,0.06073547,0.17985116,0.00000000
315,3.42000000,47.21477572,-14.99489264,46.80391782,0.00000000,430.02905070,261.63593586,220.27805324,193.28931253,278.55492001,0.00000000,0.66799852,0.15044380,0.08978335,0.06066045,0.18155768,0.00000000
316,3.43000000,47.23871351,-15.00218122,46.84332302,0.00000000,430.12995018,261.76268211,220.37329380,193.39784440,279.69323385,0.00000000,0.66651995,0.15022330,0.08963776,0.06058554,0.18325675,0.00000000
317,3.44000000,47.26254967,-15.00943971,46.88258641,0.00000000,430.23042520,261.88888879,220.46813304,193.50590504,280.82360458,0.00000000,0.66504822,0.15000336,0.08949263,0.06051074,0.18494841,0.00000000
318,3.45000000,47.28628544,-15.01666849,46.92170976,0.00000000,430.33048106,262.01456257,220.56257594,193.61350032,281.94617038,0.00000000,0.66358331,0.14978400,0.08934795,0.06043605,0.18663269,0.00000000
319,3.46000000,47.30992205,-15.02386792,46.96069479,0.00000000,430.43012291,262.13971001,220.65662736,193.72063596,283.06106559,0.00000000,0.66212516,0.14956520,0.08920374,0.06036147,0.18830963,0.00000000
320,3.47000000,47.33346069,-15.03103837,46.99954319,0.00000000,430.52935580,262.26433750,220.75029205,193.82731758,284.16842090,0.00000000,0.66067375,0.14934699,0.08905998,0.06028700,0.18997926,0.00000000
321,3.48000000,47.35690253,-15.03818017,47.03825661,-0.00000000,430.62818466,262.38845131,220.84357467,193.93355066,285.26836343,0.00000000,0.65922904,0.14912935,0.08891669,0.06021266,0.19164161,0.00000000
322,3.49000000,47.38024871,-15.04529368,47.07683667,-0.00000000,430.72661434,262.51205756,220.93647975,194.03934056,286.36101692,0.00000000,0.65779098,0.14891230,0.08877386,0.06013844,0.19329672,0.00000000
323,3.50000000,47.40350035,-15.05237923,47.11528494,-0.00000000,430.82464955,262.63516224,221.02901177,194.14469255,287.44650181,0.00000000,0.65635955,0.14869583,0.08863148,0.06006434,0.19494462,0.00000000
324,3.51000000,47.42665855,-15.05943715,47.15360299,-0.00000000,430.92229493,262.75777124,221.12117508,194.24961176,288.52493541,0.00000000,0.65493469,0.14847995,0.08848957,0.05999038,0.19658536,0.00000000
325,3.52000000,47.44972438,-15.06646776,47.19179230,-0.00000000,431.01955501,262.87989028,221.21297395,194.35410323,289.59643193,0.00000000,0.65351638,0.14826466,0.08834813,0.05991654,0.19821895,0.00000000
326,3.53000000,47.47269889,-15.07347138,47.22985438,-0.00000000,431.11643423,263.00152501,221.30441256,194.45817190,290.66110268,0.00000000,0.65210458,0.14804997,0.08820714,0.05984283,0.19984545,0.00000000
327,3.54000000,47.49558312,-15.08044831,47.26779068,0.00000000,431.21293693,263.12268093,221.39549501,194.56182259,291.71905611,0.00000000,0.65069925,0.14783587,0.08806661,0.05976925,0.20146488,0.00000000
328,3.55000000,47.51837806,-15.08739885,47.30560260,0.00000000,431.30906738,263.24336345,221.48622530,194.66506004,292.77039794,0.00000000,0.64930034,0.14762237,0.08792655,0.05969582,0.20307729,0.00000000
329,3.56000000,47.54108471,-15.09432331,47.34329155,-0.00000000,431.40482975,263.36357786,221.57660738,194.76788888,293.81523122,0.00000000,0.64790784,0.14740946,0.08778695,0.05962252,0.20468270,0.00000000
330,3.57000000,47.56370403,-15.10122197,47.38085890,0.00000000,431.50022813,263.48332934,221.66664509,194.87031366,294.85365649,0.00000000,0.64652168,0.14719716,0.08764781,0.05954935,0.20628116,0.00000000
331,3.58000000,47.58623698,-15.10809511,47.41830597,0.00000000,431.59526654,263.60262299,221.75634222,194.97233885,295.88577178,0.00000000,0.64514185,0.14698546,0.08750913,0.05947634,0.20787269,0.00000000
332,3.59000000,47.60868449,-15.11494302,47.45563408,0.00000000,431.68994889,263.72146380,221.84570247,195.07396880,296.91167276,0.00000000,0.64376829,0.14677436,0.08737090,0.05940346,0.20945734,0.00000000
333,3.60000000,47.63104747,-15.12176597,47.49284452,0.00000000,431.78427906,263.83985664,221.93472947,195.17520781,297.93145277,0.00000000,0.64240099,0.14656387,0.08723314,0.05933073,0.21103514,0.00000000
334,3.61000000,47.65332681,-15.12856423,47.52993854,-0.00000000,431.87826081,263.95780632,222.02342678,195.27606007,298.94520294,0.00000000,0.64103988,0.14635398,0.08709584,0.05925814,0.21260613,0.00000000
335,3.62000000,47.67552339,-15.13533805,47.56691738,0.00000000,431.97189786,264.07531754,222.11179790,195.37652972,299.95301224,0.00000000,0.63968495,0.14614470,0.08695900,0.05918570,0.21417034,0.00000000
336,3.63000000,47.69763808,-15.14208771,47.60378226,-0.00000000,432.06519386,264.19239492,222.19984625,195.47662079,300.95496754,0.00000000,0.63833615,0.14593603,0.08682261,0.05911342,0.21572782,0.00000000
337,3.64000000,47.71967172,-15.14881345,47.64053436,0.00000000,432.15815236,264.30904299,222.28757521,195.57633725,301.95115369,0.00000000,0.63699345,0.14572797,0.08668669,0.05904128,0.21727858,0.00000000
338,3.65000000,47.74162515,-15.15551551,47.67717485,0.00000000,432.25077688,264.42526619,222.37498808,195.67568301,302.94165360,0.00000000,0.63565681,0.14552051,0.08655122,0.05896929,0.21882268,0.00000000
339,3.66000000,47.76349917,-15.16219416,47.71370487,-0.00000000,432.34307085,264.54106889,222.46208809,195.77466189,303.92654826,0.00000000,0.63432619,0.14531366,0.08641620,0.05889746,0.22036014,0.00000000
340,3.67000000,47.78529458,-15.16884961,47.75012555,-0.00000000,432.43503766,264.65645538,222.54887843,195.87327764,304.90591684,0.00000000,0.63300156,0.14510742,0.08628164,0.05882578,0.22189101,0.00000000
341,3.68000000,47.80701218,-15.17548212,47.78643800,-0.00000000,432.52668062,264.77142986,222.63536223,195.97153394,305.87983673,0.00000000,0.63168288,0.14490179,0.08614753,0.05875426,0.22341532,0.00000000
342,3.69000000,47.82865273,-15.18209191,47.82264329,0.00000000,432.61800299,264.88599646,222.72154256,196.06943443,306.84838359,0.00000000,0.63037012,0.14469678,0.08601388,0.05868290,0.22493310,0.00000000
343,3.70000000,47.85021700,-15.18867920,47.85874250,0.00000000,432.70900797,265.00015925,222.80742242,196.16698266,307.81163140,0.00000000,0.62906324,0.14449237,0.08588068,0.05861169,0.22644440,0.00000000
344,3.71000000,47.87170572,-15.19524422,47.89473666,-0.00000000,432.79969870,265.11392221,222.89300479,196.26418212,308.76965254,0.00000000,0.62776220,0.14428857,0.08574793,0.05854064,0.22794924,0.00000000
345,3.72000000,47.89311963,-15.20178720,47.93062680,0.00000000,432.89007827,265.22728925,222.97829257,196.36103625,309.72251780,0.00000000,0.62646697,0.14408538,0.08561563,0.05846975,0.22944766,0.00000000
346,3.73000000,47.91445945,-15.20830833,47.96641393,-0.00000000,432.98014971,265.34026424,223.06328862,196.45754841,310.67029645,0.00000000,0.62517751,0.14388279,0.08548377,0.05839902,0.23093969,0.00000000
347,3.74000000,47.93572589,-15.21480785,48.00209905,-0.00000000,433.06991601,265.45285095,223.14799575,196.55372194,311.61305627,0.00000000,0.62389380,0.14368082,0.08535237,0.05832845,0.23242538,0.00000000
348,3.75000000,47.95691963,-15.22128594,48.03768312,0.00000000,433.15938009,265.56505310,223.23241673,196.64956008,312.55086362,0.00000000,0.62261578,0.14347946,0.08522141,0.05825804,0.23390476,0.00000000
349,3.76000000,47.97804137,-15.22774283,48.07316711,-0.00000000,433.24854485,265.67687434,223.31655427,196.74506604,313.48378343,0.00000000,0.62134344,0.14327870,0.08509090,0.05818780,0.23537786,0.00000000
350,3.77000000,47.99909177,-15.23417870,48.10855195,-0.00000000,433.33741310,265.78831829,223.40041104,196.84024297,314.41187931,0.00000000,0.62007673,0.14307855,0.08496084,0.05811772,0.23684472,0.00000000
351,3.78000000,48.02007149,-15.24059376,48.14383856,-0.00000000,433.42598764,265.89938846,223.48398967,196.93509397,315.33521354,0.00000000,0.61881562,0.14287901,0.08483121,0.05804780,0.23830537,0.00000000
352,3.79000000,48.04098119,-15.24698821,48.17902787,0.00000000,433.51427122,266.01008833,223.56729273,197.02962209,316.25384710,0.00000000,0.61756007,0.14268008,0.08470203,0.05797805,0.23975985,0.00000000
353,3.80000000,48.06182150,-15.25336222,48.21412076,0.00000000,433.60226651,266.12042133,223.65032278,197.12383031,317.16783976,0.00000000,0.61631006,0.14248175,0.08457329,0.05790846,0.24120819,0.00000000
354,3.81000000,48.08259305,-15.25971599,48.24911812,0.00000000,433.68997617,266.23039082,223.73308230,197.21772160,318.07725005,0.00000000,0.61506554,0.14228402,0.08444499,0.05783904,0.24265043,0.00000000
355,3.82000000,48.10329646,-15.26604971,48.28402080,0.00000000,433.77740282,266.34000010,223.81557375,197.31129885,318.98213534,0.00000000,0.61382650,0.14208690,0.08431712,0.05776978,0.24408660,0.00000000
356,3.83000000,48.12393234,-15.27236356,48.31882966,0.00000000,433.86454901,266.44925244,223.89779956,197.40456491,319.88255186,0.00000000,0.61259288,0.14189038,0.08418969,0.05770069,0.24551674,0.00000000
357,3.84000000,48.14450128,-15.27865771,48.35354554,-0.00000000,433.95141727,266.55815103,223.97976210,197.49752259,320.77855471,0.00000000,0.61136466,0.14169447,0.08406270,0.05763177,0.24694087,0.00000000
358,3.85000000,48.16500388,-15.28493234,48.38816926,-0.00000000,434.03801009,266.66669904,224.06146372,197.59017466,321.67019791,0.00000000,0.61014181,0.14149916,0.08393614,0.05756301,0.24835904,0.00000000
359,3.86000000,48.18544072,-15.29118763,48.42270163,-0.00000000,434.12432991,266.77489956,224.14290671,197.68252384,322.55753445,0.00000000,0.60892428,0.14130444,0.08381001,0.05749443,0.24977127,0.00000000
