,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Lambda frac,Sigma 0 frac
98,1.25000000,27.43558781,-8.90911716,20.90152796,0.00000000,342.16380279,151.13334979,139.30695346,90.80068767,0.00000000,0.00000000,0.92066239,0.07933761,0.06213218,0.01720543,0.00000000,0.00000000
99,1.26000000,27.59556313,-8.96094979,21.06874019,-0.00000000,342.96066816,152.11286711,140.00500670,91.86805484,0.00000000,0.00000000,0.91975176,0.08024824,0.06257032,0.01767792,0.00000000,0.00000000
100,1.27000000,27.75499059,-9.01253611,21.23595241,-0.00000000,343.75242017,153.08712703,140.69951580,92.92303991,0.00000000,0.00000000,0.91884402,0.08115598,0.06300606,0.01814992,0.00000000,0.00000000
101,1.28000000,27.91387419,-9.06387875,21.40316463,-0.00000000,344.53913590,154.05617337,141.39052604,93.96604948,0.00000000,0.00000000,0.91793923,0.08206077,0.06343942,0.01862135,0.00000000,0.00000000
102,1.29000000,28.07221786,-9.11498030,21.57037686,0.00000000,345.32089056,155.02005071,142.07808152,94.99746759,0.00000000,0.00000000,0.91703744,0.08296256,0.06387042,0.01909214,0.00000000,0.00000000
103,1.30000000,28.23002548,-9.16584327,21.73758908,0.00000000,346.09775764,155.97880427,142.76222519,96.01765745,0.00000000,0.00000000,0.91613869,0.08386131,0.06429909,0.01956222,0.00000000,0.00000000
104,1.31000000,28.38730084,-9.21647013,21.90480130,-0.00000000,346.86980888,156.93247974,143.44299891,97.02696294,0.00000000,0.00000000,0.91524303,0.08475697,0.06472544,0.02003154,0.00000000,0.00000000
105,1.32000000,28.54404771,-9.26686333,22.07201353,-0.00000000,347.63711438,157.88112315,144.12044351,98.02571008,0.00000000,0.00000000,0.91435048,0.08564952,0.06514950,0.02050002,0.00000000,0.00000000
106,1.33000000,28.70026978,-9.31702524,22.23922575,-0.00000000,348.39974267,158.82478083,144.79459882,99.01420832,0.00000000,0.00000000,0.91346110,0.08653890,0.06557128,0.02096762,0.00000000,0.00000000
107,1.34000000,28.85597067,-9.36695820,22.40643798,0.00000000,349.15776071,159.76349924,145.46550375,99.99275164,0.00000000,0.00000000,0.91257490,0.08742510,0.06599081,0.02143428,0.00000000,0.00000000
108,1.35000000,29.01115397,-9.41666452,22.57365020,0.00000000,349.91123398,160.69732494,146.13319625,100.96161968,0.00000000,0.00000000,0.91169193,0.08830807,0.06640811,0.02189996,0.00000000,0.00000000
109,1.36000000,29.16582320,-9.46614644,22.74086242,0.00000000,350.66022652,161.62630448,146.79771347,101.92107868,0.00000000,0.00000000,0.91081220,0.08918780,0.06682319,0.02236461,0.00000000,0.00000000
110,1.37000000,29.31998182,-9.51540621,22.90807465,-0.00000000,351.40480094,162.55048437,147.45909166,102.87138239,0.00000000,0.00000000,0.90993575,0.09006425,0.06723607,0.02282818,0.00000000,0.00000000
111,1.38000000,29.47363325,-9.56444599,23.07528687,0.00000000,352.14501854,163.46991098,148.11736633,103.81277285,0.00000000,0.00000000,0.90906258,0.09093742,0.06764677,0.02329064,0.00000000,0.00000000
112,1.39000000,29.62678086,-9.61326794,23.24249909,0.00000000,352.88093926,164.38463053,148.77257217,104.74548119,0.00000000,0.00000000,0.90819273,0.09180727,0.06805531,0.02375195,0.00000000,0.00000000
113,1.40000000,29.77942795,-9.66187417,23.40971132,0.00000000,353.61262181,165.29468902,149.42474316,105.66972824,0.00000000,0.00000000,0.90732622,0.09267378,0.06846171,0.02421207,0.00000000,0.00000000
114,1.41000000,29.93157779,-9.71026675,23.57692354,0.00000000,354.34012363,166.20013218,150.07391255,106.58572526,0.00000000,0.00000000,0.90646305,0.09353695,0.06886598,0.02467097,0.00000000,0.00000000
115,1.42000000,30.08323359,-9.75844775,23.74413577,0.00000000,355.06350097,167.10100547,150.72011293,107.49367442,0.00000000,0.00000000,0.90560324,0.09439676,0.06926814,0.02512862,0.00000000,0.00000000
116,1.43000000,30.23439851,-9.80641917,23.91134799,0.00000000,355.78280892,167.99735403,151.36337619,108.39376944,0.00000000,0.00000000,0.90474681,0.09525319,0.06966820,0.02558498,0.00000000,0.00000000
117,1.44000000,30.38507568,-9.85418299,24.07856021,0.00000000,356.49810143,168.88922263,152.00373362,109.28619600,0.00000000,0.00000000,0.90389377,0.09610623,0.07006619,0.02604004,0.00000000,0.00000000
118,1.45000000,30.53526817,-9.90174118,24.24577244,0.00000000,357.20943137,169.77665568,152.64121587,110.17113226,0.00000000,0.00000000,0.90304412,0.09695588,0.07046211,0.02649376,0.00000000,0.00000000
119,1.46000000,30.68497900,-9.94909566,24.41298466,-0.00000000,357.91685052,170.65969722,153.27585300,111.04874927,0.00000000,0.00000000,0.90219788,0.09780212,0.07085599,0.02694613,0.00000000,0.00000000
120,1.47000000,30.83421116,-9.99624833,24.58019688,0.00000000,358.62040964,171.53839084,153.90767450,111.91921135,0.00000000,0.00000000,0.90135504,0.09864496,0.07124784,0.02739711,0.00000000,0.00000000
121,1.48000000,30.98296758,-10.04320106,24.74740911,-0.00000000,359.32015847,172.41277973,154.53670928,112.78267648,0.00000000,0.00000000,0.90051563,0.09948437,0.07163768,0.02784670,0.00000000,0.00000000
122,1.49000000,31.13125117,-10.08995569,24.91462133,-0.00000000,360.01614578,173.28290665,155.16298573,113.63929664,0.00000000,0.00000000,0.89967963,0.10032037,0.07202551,0.02829486,0.00000000,0.00000000
123,1.50000000,31.27906477,-10.13651404,25.08183355,-0.00000000,360.70841938,174.14881388,155.78653172,114.48921812,0.00000000,0.00000000,0.89884706,0.10115294,0.07241136,0.02874159,0.00000000,0.00000000
124,1.51000000,31.42641120,-10.18287792,25.24904578,-0.00000000,361.39702615,175.01054327,156.40737461,115.33258184,0.00000000,0.00000000,0.89801791,0.10198209,0.07279524,0.02918686,0.00000000,0.00000000
125,1.52000000,31.57329324,-10.22904907,25.41625800,-0.00000000,362.08201208,175.86813621,157.02554126,116.16952358,0.00000000,0.00000000,0.89719219,0.10280781,0.07317716,0.02963066,0.00000000,0.00000000
126,1.53000000,31.71971362,-10.27502926,25.58347023,0.00000000,362.76342227,176.72163359,157.64105805,117.00017429,0.00000000,0.00000000,0.89636989,0.10363011,0.07355714,0.03007297,0.00000000,0.00000000
127,1.54000000,31.86567504,-10.32082020,25.75068245,0.00000000,363.44130096,177.57107586,158.25395092,117.82466033,0.00000000,0.00000000,0.89555103,0.10444897,0.07393519,0.03051379,0.00000000,0.00000000
128,1.55000000,32.01118015,-10.36642359,25.91789467,0.00000000,364.11569157,178.41650297,158.86424534,118.64310366,0.00000000,0.00000000,0.89473558,0.10526442,0.07431133,0.03095309,0.00000000,0.00000000
129,1.56000000,32.15623157,-10.41184111,26.08510690,0.00000000,364.78663670,179.25795439,159.47196634,119.45562209,0.00000000,0.00000000,0.89392356,0.10607644,0.07468557,0.03139087,0.00000000,0.00000000
130,1.57000000,32.30083189,-10.45707441,26.25231912,0.00000000,365.45417816,180.09546912,160.07713855,120.26232945,0.00000000,0.00000000,0.89311496,0.10688504,0.07505792,0.03182712,0.00000000,0.00000000
131,1.58000000,32.44498366,-10.50212512,26.41953134,0.00000000,366.11835700,180.92908569,160.67978616,121.06333582,0.00000000,0.00000000,0.89230977,0.10769023,0.07542840,0.03226183,0.00000000,0.00000000
132,1.59000000,32.58868939,-10.54699486,26.58674357,-0.00000000,366.77921350,181.75884211,161.27993297,121.85874764,0.00000000,0.00000000,0.89150799,0.10849201,0.07579701,0.03269499,0.00000000,0.00000000
133,1.60000000,32.73195156,-10.59168523,26.75395579,-0.00000000,367.43678722,182.58477594,161.87760238,122.64866797,0.00000000,0.00000000,0.89070962,0.10929038,0.07616379,0.03312659,0.00000000,0.00000000
134,1.61000000,32.87477262,-10.63619779,26.92116802,0.00000000,368.09111700,183.40692427,162.47281744,123.43319654,0.00000000,0.00000000,0.88991465,0.11008535,0.07652873,0.03355662,0.00000000,0.00000000
135,1.62000000,33.01715497,-10.68053409,27.08838024,0.00000000,368.74224100,184.22532369,163.06560079,124.21242998,0.00000000,0.00000000,0.88912307,0.11087693,0.07689184,0.03398509,0.00000000,0.00000000
136,1.63000000,33.15910100,-10.72469567,27.25559246,-0.00000000,369.39019667,185.04001034,163.65597473,124.98646193,0.00000000,0.00000000,0.88833488,0.11166512,0.07725315,0.03441197,0.00000000,0.00000000
137,1.64000000,33.30061305,-10.76868405,27.42280469,0.00000000,370.03502083,185.85101987,164.24396120,125.75538315,0.00000000,0.00000000,0.88755006,0.11244994,0.07761267,0.03483727,0.00000000,0.00000000
138,1.65000000,33.44169344,-10.81250072,27.59001691,0.00000000,370.67674962,186.65838747,164.82958181,126.51928169,0.00000000,0.00000000,0.88676862,0.11323138,0.07797040,0.03526098,0.00000000,0.00000000
139,1.66000000,33.58234446,-10.85614716,27.75722913,-0.00000000,371.31541859,187.46214787,165.41285780,127.27824294,0.00000000,0.00000000,0.88599054,0.11400946,0.07832636,0.03568311,0.00000000,0.00000000
140,1.67000000,33.72256836,-10.89962484,27.92444136,0.00000000,371.95106263,188.26233536,165.99381013,128.03234983,0.00000000,0.00000000,0.88521581,0.11478419,0.07868056,0.03610363,0.00000000,0.00000000
141,1.68000000,33.86236737,-10.94293519,28.09165358,-0.00000000,372.58371607,189.05898375,166.57245941,128.78168283,0.00000000,0.00000000,0.88444443,0.11555557,0.07903301,0.03652256,0.00000000,0.00000000
142,1.69000000,34.00174368,-10.98607964,28.25886581,0.00000000,373.21341261,189.85212641,167.14882594,129.52632016,0.00000000,0.00000000,0.88367638,0.11632362,0.07938373,0.03693989,0.00000000,0.00000000
143,1.70000000,34.14069946,-11.02905961,28.42607803,0.00000000,373.84018541,190.64179628,167.72292974,130.26633778,0.00000000,0.00000000,0.88291166,0.11708834,0.07973273,0.03735562,0.00000000,0.00000000
144,1.71000000,34.27923685,-11.07187649,28.59329025,0.00000000,374.46406705,191.42802584,168.29479049,131.00180955,0.00000000,0.00000000,0.88215025,0.11784975,0.08008001,0.03776974,0.00000000,0.00000000
145,1.72000000,34.41735797,-11.11453165,28.76050248,-0.00000000,375.08508957,192.21084714,168.86442762,131.73280729,0.00000000,0.00000000,0.88139214,0.11860786,0.08042560,0.03818226,0.00000000,0.00000000
146,1.73000000,34.55506489,-11.15702646,28.92771470,0.00000000,375.70328448,192.99029182,169.43186027,132.45940085,0.00000000,0.00000000,0.88063733,0.11936267,0.08076949,0.03859317,0.00000000,0.00000000
147,1.74000000,34.69235968,-11.19936228,29.09492692,-0.00000000,376.31868275,193.76639108,169.99710727,133.18165820,0.00000000,0.00000000,0.87988581,0.12011419,0.08111171,0.03900248,0.00000000,0.00000000
148,1.75000000,34.82924437,-11.24154042,29.26213915,0.00000000,376.93131486,194.53917571,170.56018722,133.89964550,0.00000000,0.00000000,0.87913755,0.12086245,0.08145226,0.03941018,0.00000000,0.00000000
149,1.76000000,34.96572097,-11.28356220,29.42935137,0.00000000,377.54121078,195.30867609,171.12111843,134.61342716,0.00000000,0.00000000,0.87839256,0.12160744,0.08179116,0.03981628,0.00000000,0.00000000
150,1.77000000,35.10179145,-11.32542894,29.59656359,0.00000000,378.14839998,196.07492219,171.67991895,135.32306593,0.00000000,0.00000000,0.87765081,0.12234919,0.08212842,0.04022078,0.00000000,0.00000000
151,1.78000000,35.23745778,-11.36714192,29.76377582,-0.00000000,378.75291147,196.83794356,172.23660660,136.02862292,0.00000000,0.00000000,0.87691229,0.12308771,0.08246404,0.04062367,0.00000000,0.00000000
152,1.79000000,35.37272189,-11.40870240,29.93098804,0.00000000,379.35477379,197.59776940,172.79119892,136.73015770,0.00000000,0.00000000,0.87617701,0.12382299,0.08279804,0.04102496,0.00000000,0.00000000
153,1.80000000,35.50758569,-11.45011167,30.09820027,0.00000000,379.95401501,198.35442848,173.34371323,137.42772834,0.00000000,0.00000000,0.87544493,0.12455507,0.08313043,0.04142465,0.00000000,0.00000000
154,1.81000000,35.64205105,-11.49137095,30.26541249,-0.00000000,380.55066275,199.10794921,173.89416660,138.12139145,0.00000000,0.00000000,0.87471605,0.12528395,0.08346121,0.04182274,0.00000000,0.00000000
155,1.82000000,35.77611986,-11.53248148,30.43262471,-0.00000000,381.14474423,199.85835960,174.44257586,138.81120226,0.00000000,0.00000000,0.87399035,0.12600965,0.08379041,0.04221924,0.00000000,0.00000000
156,1.83000000,35.90979394,-11.57344449,30.59983694,0.00000000,381.73628619,200.60568731,174.98895763,139.49721464,0.00000000,0.00000000,0.87326783,0.12673217,0.08411802,0.04261414,0.00000000,0.00000000
157,1.84000000,36.04307511,-11.61426118,30.76704916,0.00000000,382.32531499,201.34995961,175.53332830,140.17948118,0.00000000,0.00000000,0.87254847,0.12745153,0.08444407,0.04300745,0.00000000,0.00000000
158,1.85000000,36.17596518,-11.65493275,30.93426138,-0.00000000,382.91185656,202.09120344,176.07570403,140.85805319,0.00000000,0.00000000,0.87183226,0.12816774,0.08476856,0.04339918,0.00000000,0.00000000
159,1.86000000,36.30846591,-11.69546037,31.10147361,-0.00000000,383.49593643,202.82944535,176.61610077,141.53298079,0.00000000,0.00000000,0.87111918,0.12888082,0.08509150,0.04378932,0.00000000,0.00000000
160,1.87000000,36.44057905,-11.73584522,31.26868583,-0.00000000,384.07757974,203.56471156,177.15453427,142.20431292,0.00000000,0.00000000,0.87040922,0.12959078,0.08541289,0.04417788,0.00000000,0.00000000
161,1.88000000,36.57230635,-11.77608846,31.43589806,0.00000000,384.65681125,204.29702794,177.69102006,142.87209739,0.00000000,0.00000000,0.86970237,0.13029763,0.08573276,0.04456487,0.00000000,0.00000000
162,1.89000000,36.70364951,-11.81619123,31.60311028,0.00000000,385.23365533,205.02642001,178.22557348,143.53638090,0.00000000,0.00000000,0.86899861,0.13100139,0.08605111,0.04495028,0.00000000,0.00000000
163,1.90000000,36.83461023,-11.85615466,31.77032250,0.00000000,385.80813600,205.75291297,178.75820964,144.19720911,0.00000000,0.00000000,0.86829793,0.13170207,0.08636795,0.04533412,0.00000000,0.00000000
164,1.91000000,36.96519018,-11.89597988,31.93753473,-0.00000000,386.38027688,206.47653168,179.28894351,144.85462665,0.00000000,0.00000000,0.86760032,0.13239968,0.08668329,0.04571639,0.00000000,0.00000000
165,1.92000000,37.09539101,-11.93566801,32.10474695,-0.00000000,386.95010129,207.19730068,179.81778981,145.50867717,0.00000000,0.00000000,0.86690576,0.13309424,0.08699714,0.04609711,0.00000000,0.00000000
166,1.93000000,37.22521435,-11.97522012,32.27195917,0.00000000,387.51763216,207.91524420,180.34476311,146.15940332,0.00000000,0.00000000,0.86621423,0.13378577,0.08730950,0.04647626,0.00000000,0.00000000
167,1.94000000,37.35466184,-12.01463733,32.43917140,-0.00000000,388.08289209,208.63038614,180.86987778,146.80684687,0.00000000,0.00000000,0.86552574,0.13447426,0.08762040,0.04685387,0.00000000,0.00000000
168,1.95000000,37.48373505,-12.05392070,32.60638362,-0.00000000,388.64590335,209.34275009,181.39314802,147.45104866,0.00000000,0.00000000,0.86484025,0.13515975,0.08792983,0.04722992,0.00000000,0.00000000
169,1.96000000,37.61243558,-12.09307130,32.77359584,-0.00000000,389.20668789,210.05235936,181.91458785,148.09204865,0.00000000,0.00000000,0.86415776,0.13584224,0.08823781,0.04760443,0.00000000,0.00000000
170,1.97000000,37.74076498,-12.13209019,32.94080807,-0.00000000,389.76526732,210.75923692,182.43421111,148.72988598,0.00000000,0.00000000,0.86347825,0.13652175,0.08854435,0.04797740,0.00000000,0.00000000
171,1.98000000,37.86872481,-12.17097841,33.10802029,-0.00000000,390.32166296,211.46340549,182.95203146,149.36459894,0.00000000,0.00000000,0.86280171,0.13719829,0.08884945,0.04834884,0.00000000,0.00000000
172,1.99000000,37.99631658,-12.20973701,33.27523252,0.00000000,390.87589580,212.16488747,183.46806242,149.99622505,0.00000000,0.00000000,0.86212813,0.13787187,0.08915312,0.04871875,0.00000000,0.00000000
173,2.00000000,38.12354181,-12.24836700,33.44244474,0.00000000,391.42798653,212.86370498,183.98231732,150.62480103,0.00000000,0.00000000,0.86145748,0.13854252,0.08945538,0.04908713,0.00000000,0.00000000
174,2.01000000,38.25040199,-12.28686940,33.60965696,0.00000000,391.97795557,213.55987986,184.49480934,151.25036288,0.00000000,0.00000000,0.86078976,0.13921024,0.08975623,0.04945400,0.00000000,0.00000000
175,2.02000000,38.37689861,-12.32524521,33.77686919,0.00000000,392.52582302,214.25343368,185.00555149,151.87294585,0.00000000,0.00000000,0.86012496,0.13987504,0.09005568,0.04981936,0.00000000,0.00000000
176,2.03000000,38.50303313,-12.36349544,33.94408141,-0.00000000,393.07160870,214.94438774,185.51455664,152.49258449,0.00000000,0.00000000,0.85946305,0.14053695,0.09035375,0.05018320,0.00000000,0.00000000
177,2.04000000,38.62880699,-12.40162107,34.11129363,-0.00000000,393.61533215,215.63276306,186.02183749,153.10931266,0.00000000,0.00000000,0.85880403,0.14119597,0.09065042,0.05054554,0.00000000,0.00000000
178,2.05000000,38.75422162,-12.43962307,34.27850586,0.00000000,394.15701266,216.31858040,186.52740660,153.72316356,0.00000000,0.00000000,0.85814788,0.14185212,0.09094573,0.05090639,0.00000000,0.00000000
179,2.06000000,38.87927844,-12.47750241,34.44571808,-0.00000000,394.69666921,217.00186027,187.03127639,154.33416973,0.00000000,0.00000000,0.85749458,0.14250542,0.09123967,0.05126574,0.00000000,0.00000000
180,2.07000000,39.00397886,-12.51526006,34.61293031,-0.00000000,395.23432055,217.68262292,187.53345910,154.94236310,0.00000000,0.00000000,0.85684413,0.14315587,0.09153226,0.05162361,0.00000000,0.00000000
181,2.08000000,39.12832426,-12.55289696,34.78014253,-0.00000000,395.76998516,218.36088834,188.03396686,155.54777496,0.00000000,0.00000000,0.85619650,0.14380350,0.09182349,0.05198000,0.00000000,0.00000000
182,2.09000000,39.25231601,-12.59041405,34.94735475,-0.00000000,396.30368124,219.03667628,188.53281166,156.15043602,0.00000000,0.00000000,0.85555169,0.14444831,0.09211339,0.05233492,0.00000000,0.00000000
183,2.10000000,39.37595547,-12.62781226,35.11456698,0.00000000,396.83542679,219.71000626,189.03000531,156.75037642,0.00000000,0.00000000,0.85490968,0.14509032,0.09240196,0.05268836,0.00000000,0.00000000
184,2.11000000,39.49924399,-12.66509252,35.28177920,0.00000000,397.36523953,220.38089755,189.52555954,157.34762572,0.00000000,0.00000000,0.85427046,0.14572954,0.09268920,0.05304035,0.00000000,0.00000000
185,2.12000000,39.62218290,-12.70225574,35.44899142,0.00000000,397.89313693,221.04936917,190.01948591,157.94221293,0.00000000,0.00000000,0.85363400,0.14636600,0.09297513,0.05339087,0.00000000,0.00000000
186,2.13000000,39.74477352,-12.73930282,35.61620365,-0.00000000,398.41913626,221.71543993,190.51179586,158.53416654,0.00000000,0.00000000,0.85300031,0.14699969,0.09325975,0.05373995,0.00000000,0.00000000
187,2.14000000,39.86701715,-12.77623467,35.78341587,-0.00000000,398.94325454,222.37912840,191.00250069,159.12351451,0.00000000,0.00000000,0.85236935,0.14763065,0.09354307,0.05408758,0.00000000,0.00000000
188,2.15000000,39.98891508,-12.81305217,35.95062810,0.00000000,399.46550855,223.04045294,191.49161158,159.71028429,0.00000000,0.00000000,0.85174113,0.14825887,0.09382510,0.05443377,0.00000000,0.00000000
189,2.16000000,40.11046859,-12.84975620,36.11784032,-0.00000000,399.98591485,223.69943167,191.97913960,160.29450284,0.00000000,0.00000000,0.85111563,0.14888437,0.09410584,0.05477853,0.00000000,0.00000000
190,2.17000000,40.23167895,-12.88634764,36.28505254,-0.00000000,400.50448980,224.35608251,192.46509567,160.87619665,0.00000000,0.00000000,0.85049283,0.14950717,0.09438531,0.05512186,0.00000000,0.00000000
191,2.18000000,40.35254742,-12.92282735,36.45226477,0.00000000,401.02124953,225.01042315,192.94949059,161.45539174,0.00000000,0.00000000,0.84987271,0.15012729,0.09466352,0.05546377,0.00000000,0.00000000
192,2.19000000,40.47307523,-12.95919619,36.61947699,0.00000000,401.53620995,225.66247109,193.43233507,162.03211364,0.00000000,0.00000000,0.84925527,0.15074473,0.09494046,0.05580427,0.00000000,0.00000000
193,2.20000000,40.59326362,-12.99545500,36.78668921,0.00000000,402.04938678,226.31224361,193.91363968,162.60638749,0.00000000,0.00000000,0.84864050,0.15135950,0.09521615,0.05614335,0.00000000,0.00000000
194,2.21000000,40.71311380,-13.03160464,36.95390144,-0.00000000,402.56079552,226.95975778,194.39341486,163.17823795,0.00000000,0.00000000,0.84802837,0.15197163,0.09549059,0.05648104,0.00000000,0.00000000
195,2.22000000,40.83262698,-13.06764592,37.12111366,-0.00000000,403.07045147,227.60503047,194.87167097,163.74768928,0.00000000,0.00000000,0.84741887,0.15258113,0.09576380,0.05681733,0.00000000,0.00000000
196,2.23000000,40.95180436,-13.10357969,37.28832588,-0.00000000,403.57836973,228.24807838,195.34841823,164.31476533,0.00000000,0.00000000,0.84681200,0.15318800,0.09603578,0.05715222,0.00000000,0.00000000
197,2.24000000,41.07064713,-13.13940676,37.45553811,0.00000000,404.08456523,228.88891799,195.82366677,164.87948953,0.00000000,0.00000000,0.84620773,0.15379227,0.09630653,0.05748574,0.00000000,0.00000000
198,2.25000000,41.18915645,-13.17512794,37.62275033,-0.00000000,404.58905268,229.52756558,196.29742660,165.44188493,0.00000000,0.00000000,0.84560606,0.15439394,0.09657607,0.05781787,0.00000000,0.00000000
199,2.26000000,41.30733350,-13.21074403,37.78996256,-0.00000000,405.09184661,230.16403726,196.76970762,166.00197419,0.00000000,0.00000000,0.84500696,0.15499304,0.09684440,0.05814864,0.00000000,0.00000000
200,2.27000000,41.42517941,-13.24625584,37.95717478,0.00000000,405.59296137,230.79834896,197.24051963,166.55977961,0.00000000,0.00000000,0.84441044,0.15558956,0.09711153,0.05847804,0.00000000,0.00000000
201,2.28000000,41.54269534,-13.28166415,38.12438700,0.00000000,406.09241113,231.43051641,197.70987233,167.11532310,0.00000000,0.00000000,0.84381647,0.15618353,0.09737746,0.05880607,0.00000000,0.00000000
202,2.29000000,41.65988242,-13.31696975,38.29159923,-0.00000000,406.59020987,232.06055517,198.17777531,167.66862624,0.00000000,0.00000000,0.84322503,0.15677497,0.09764221,0.05913276,0.00000000,0.00000000
203,2.30000000,41.77674177,-13.35217341,38.45881145,-0.00000000,407.08637141,232.68848061,198.64423806,168.21971025,0.00000000,0.00000000,0.84263613,0.15736387,0.09790577,0.05945810,0.00000000,0.00000000
204,2.31000000,41.89327450,-13.38727590,38.62602367,-0.00000000,407.58090939,233.31430795,199.10926998,168.76859599,0.00000000,0.00000000,0.84204973,0.15795027,0.09816817,0.05978210,0.00000000,0.00000000
205,2.32000000,42.00948172,-13.42227800,38.79323590,0.00000000,408.07383727,233.93805222,199.57288037,169.31530403,0.00000000,0.00000000,0.84146584,0.15853416,0.09842939,0.06010476,0.00000000,0.00000000
206,2.33000000,42.12536452,-13.45718044,38.96044812,-0.00000000,408.56516836,234.55972828,200.03507842,169.85985458,0.00000000,0.00000000,0.84088444,0.15911556,0.09868946,0.06042610,0.00000000,0.00000000
207,2.34000000,42.24092397,-13.49198399,39.12766035,-0.00000000,409.05491580,235.17935083,200.49587323,170.40226754,0.00000000,0.00000000,0.84030551,0.15969449,0.09894838,0.06074611,0.00000000,0.00000000
208,2.35000000,42.35616117,-13.52668939,39.29487257,-0.00000000,409.54309256,235.79693441,200.95527383,170.94256252,0.00000000,0.00000000,0.83972905,0.16027095,0.09920615,0.06106481,0.00000000,0.00000000
209,2.36000000,42.47107716,-13.56129737,39.46208479,0.00000000,410.02971147,236.41249340,201.41328913,171.48075879,0.00000000,0.00000000,0.83915503,0.16084497,0.09946278,0.06138219,0.00000000,0.00000000
210,2.37000000,42.58567302,-13.59580867,39.62929702,-0.00000000,410.51478518,237.02604199,201.86992795,172.01687537,0.00000000,0.00000000,0.83858345,0.16141655,0.09971828,0.06169828,0.00000000,0.00000000
211,2.38000000,42.69994978,-13.63022400,39.79650924,0.00000000,410.99832621,237.63759426,202.32519904,172.55093094,0.00000000,0.00000000,0.83801429,0.16198571,0.09997265,0.06201306,0.00000000,0.00000000
212,2.39000000,42.81390849,-13.66454410,39.96372146,-0.00000000,411.48034691,238.24716410,202.77911106,173.08294393,0.00000000,0.00000000,0.83744754,0.16255246,0.10022590,0.06232656,0.00000000,0.00000000
213,2.40000000,42.92755018,-13.69876966,40.13093369,-0.00000000,411.96085949,238.85476528,203.23167255,173.61293249,0.00000000,0.00000000,0.83688319,0.16311681,0.10047804,0.06263877,0.00000000,0.00000000
214,2.41000000,43.04087587,-13.73290140,40.29814591,-0.00000000,412.43987601,239.46041137,203.68289201,174.14091449,0.00000000,0.00000000,0.83632123,0.16367877,0.10072907,0.06294970,0.00000000,0.00000000
215,2.42000000,43.15388657,-13.76694001,40.46535814,-0.00000000,412.91740839,240.06411586,204.13277783,174.66690753,0.00000000,0.00000000,0.83576164,0.16423836,0.10097901,0.06325935,0.00000000,0.00000000
216,2.43000000,43.26658330,-13.80088620,40.63257036,0.00000000,413.39346840,240.66589203,204.58133832,175.19092896,0.00000000,0.00000000,0.83520441,0.16479559,0.10122785,0.06356774,0.00000000,0.00000000
217,2.44000000,43.37896705,-13.83474064,40.79978258,0.00000000,413.86806769,241.26575306,205.02858172,175.71299588,0.00000000,0.00000000,0.83464953,0.16535047,0.10147560,0.06387487,0.00000000,0.00000000
218,2.45000000,43.49103881,-13.86850402,40.96699481,0.00000000,414.34121775,241.86371198,205.47451616,176.23312512,0.00000000,0.00000000,0.83409698,0.16590302,0.10172227,0.06418075,0.00000000,0.00000000
219,2.46000000,43.60279956,-13.90217702,41.13420703,-0.00000000,414.81292993,242.45978166,205.91914972,176.75133329,0.00000000,0.00000000,0.83354676,0.16645324,0.10196786,0.06448537,0.00000000,0.00000000
220,2.47000000,43.71425028,-13.93576031,41.30141925,-0.00000000,415.28321548,243.05397486,206.36249039,177.26763675,0.00000000,0.00000000,0.83299885,0.16700115,0.10221239,0.06478875,0.00000000,0.00000000
221,2.48000000,43.82539195,-13.96925455,41.46863148,0.00000000,415.75208550,243.64630419,206.80454608,177.78205163,0.00000000,0.00000000,0.83245324,0.16754676,0.10245586,0.06509090,0.00000000,0.00000000
222,2.49000000,43.93622551,-14.00266041,41.63584370,0.00000000,416.21955094,244.23678213,207.24532464,178.29459382,0.00000000,0.00000000,0.83190992,0.16809008,0.10269826,0.06539182,0.00000000,0.00000000
223,2.50000000,44.04675194,-14.03597853,41.80305592,-0.00000000,416.68562265,244.82542104,207.68483382,178.80527900,0.00000000,0.00000000,0.83136887,0.16863113,0.10293962,0.06569151,0.00000000,0.00000000
224,2.51000000,44.12604764,-14.05988538,41.92330654,-0.00000000,417.01994244,245.24761054,208.00012634,179.17139882,46.06689075,0.00000000,0.83005137,0.16882970,0.10299717,0.06583253,0.00111893,0.00000000
225,2.52000000,44.19595755,-14.08096486,42.02952307,-0.00000000,417.31465300,245.61974535,208.27808154,179.49400227,60.79836887,0.00000000,0.82851158,0.16892639,0.10300028,0.06592612,0.00256203,0.00000000
226,2.53000000,44.26018292,-14.10033236,42.12726807,0.00000000,417.58537026,245.96155421,208.53342164,179.79022649,71.74844175,0.00000000,0.82684390,0.16896213,0.10297095,0.06599119,0.00419397,0.00000000
227,2.54000000,44.32052236,-14.11852990,42.21924359,0.00000000,417.83968301,246.28262473,208.77330096,180.06840032,80.72117110,0.00000000,0.82509424,0.16895686,0.10291991,0.06603695,0.00594890,0.00000000
228,2.55000000,44.37791239,-14.13583966,42.30685364,0.00000000,418.08154342,246.58795054,209.00144507,180.33286346,88.43728884,0.00000000,0.82328656,0.16892098,0.10285275,0.06606823,0.00779245,0.00000000
