,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),Lambda kF (MeV),Sigma_0 kF (MeV),Neutron frac,Proton frac,electron frac,Lambda frac,Sigma_0 frac
389,4.16000000,57.17603558,-17.63572175,64.03672657,-4.60317186,450.43101206,266.47827703,266.47827703,325.52774210,0.00000000,0.63110227,0.13067735,0.13067735,0.23822038,0.00000000
390,4.17000000,57.24285404,-17.64431826,64.16502013,-4.63560553,450.54628316,266.64179858,266.64179858,326.29050313,0.00000000,0.63007232,0.13060411,0.13060411,0.23932357,0.00000000
391,4.18000000,57.30955054,-17.65287849,64.29326939,-4.66807613,450.66114588,266.80482115,266.80482115,327.05057681,0.00000000,0.62904583,0.13053079,0.13053079,0.24042338,0.00000000
392,4.19000000,57.37612548,-17.66140265,64.42147455,-4.70058347,450.77560263,266.96734732,266.96734732,327.80798823,0.00000000,0.62802279,0.13045738,0.13045738,0.24151983,0.00000000
393,4.20000000,57.44257925,-17.66989095,64.54963581,-4.73312740,450.88965582,267.12937962,267.12937962,328.56276211,0.00000000,0.62700318,0.13038388,0.13038388,0.24261294,0.00000000
394,4.21000000,57.50891225,-17.67834363,64.67775339,-4.76570773,451.00330779,267.29092059,267.29092059,329.31492278,0.00000000,0.62598699,0.13031030,0.13031030,0.24370271,0.00000000
395,4.22000000,57.57512486,-17.68676090,64.80582747,-4.79832431,451.11656090,267.45197271,267.45197271,330.06449423,0.00000000,0.62497419,0.13023664,0.13023664,0.24478917,0.00000000
396,4.23000000,57.64121746,-17.69514297,64.93385826,-4.83097697,451.22941746,267.61253845,267.61253845,330.81150008,0.00000000,0.62396477,0.13016290,0.13016290,0.24587233,0.00000000
397,4.24000000,57.70719044,-17.70349005,65.06184595,-4.86366555,451.34187976,267.77262026,267.77262026,331.55596361,0.00000000,0.62295871,0.13008909,0.13008909,0.24695220,0.00000000
398,4.25000000,57.77304417,-17.71180235,65.18979073,-4.89638989,451.45395007,267.93222056,267.93222056,332.29790776,0.00000000,0.62195600,0.13001520,0.13001520,0.24802880,0.00000000
399,4.26000000,57.83877904,-17.72008008,65.31769280,-4.92914981,451.56563065,268.09134176,268.09134176,333.03735512,0.00000000,0.62095662,0.12994123,0.12994123,0.24910215,0.00000000
400,4.27000000,57.90439542,-17.72832346,65.44555235,-4.96194518,451.67692371,268.24998622,268.24998622,333.77432798,0.00000000,0.61996055,0.12986720,0.12986720,0.25017225,0.00000000
401,4.28000000,57.96989367,-17.73653267,65.57336956,-4.99477583,451.78783145,268.40815630,268.40815630,334.50884828,0.00000000,0.61896778,0.12979309,0.12979309,0.25123913,0.00000000
402,4.29000000,58.03527417,-17.74470793,65.70114462,-5.02764161,451.89835606,268.56585433,268.56585433,335.24093767,0.00000000,0.61797828,0.12971892,0.12971892,0.25230280,0.00000000
403,4.30000000,58.10053729,-17.75284943,65.82887772,-5.06054236,452.00849969,268.72308262,268.72308262,335.97061747,0.00000000,0.61699205,0.12964468,0.12964468,0.25336327,0.00000000
404,4.31000000,58.16568340,-17.76095737,65.95656903,-5.09347793,452.11826449,268.87984346,268.87984346,336.69790870,0.00000000,0.61600907,0.12957037,0.12957037,0.25442056,0.00000000
405,4.32000000,58.23071285,-17.76903195,66.08421874,-5.12644816,452.22765255,269.03613911,269.03613911,337.42283211,0.00000000,0.61502932,0.12949600,0.12949600,0.25547469,0.00000000
406,4.33000000,58.29562600,-17.77707337,66.21182703,-5.15945293,452.33666599,269.19197182,269.19197182,338.14540812,0.00000000,0.61405278,0.12942156,0.12942156,0.25652566,0.00000000
407,4.34000000,58.36042323,-17.78508181,66.33939407,-5.19249206,452.44530688,269.34734381,269.34734381,338.86565689,0.00000000,0.61307944,0.12934707,0.12934707,0.25757349,0.00000000
408,4.35000000,58.42510487,-17.79305746,66.46692004,-5.22556542,452.55357726,269.50225728,269.50225728,339.58359830,0.00000000,0.61210929,0.12927251,0.12927251,0.25861820,0.00000000
409,4.36000000,58.48967129,-17.80100053,66.59440511,-5.25867287,452.66147918,269.65671442,269.65671442,340.29925194,0.00000000,0.61114230,0.12919790,0.12919790,0.25965980,0.00000000
410,4.37000000,58.55412284,-17.80891118,66.72184946,-5.29181425,452.76901465,269.81071739,269.81071739,341.01263714,0.00000000,0.61017847,0.12912323,0.12912323,0.26069830,0.00000000
411,4.38000000,58.61845986,-17.81678962,66.84925325,-5.32498943,452.87618567,269.96426834,269.96426834,341.72377297,0.00000000,0.60921777,0.12904850,0.12904850,0.26173373,0.00000000
412,4.39000000,58.68268272,-17.82463602,66.97661666,-5.35819826,452.98299420,270.11736939,270.11736939,342.43267823,0.00000000,0.60826019,0.12897372,0.12897372,0.26276608,0.00000000
413,4.40000000,58.74679175,-17.83245056,67.10393985,-5.39144061,453.08944223,270.27002264,270.27002264,343.13937147,0.00000000,0.60730572,0.12889889,0.12889889,0.26379539,0.00000000
414,4.41000000,58.81078729,-17.84023343,67.23122299,-5.42471634,453.19553167,270.42223019,270.42223019,343.84387099,0.00000000,0.60635434,0.12882401,0.12882401,0.26482165,0.00000000
415,4.42000000,58.87466970,-17.84798481,67.35846625,-5.45802531,453.30126446,270.57399410,270.57399410,344.54619485,0.00000000,0.60540603,0.12874907,0.12874907,0.26584490,0.00000000
416,4.43000000,58.93843930,-17.85570487,67.48566978,-5.49136739,453.40664250,270.72531642,270.72531642,345.24636087,0.00000000,0.60446078,0.12867409,0.12867409,0.26686513,0.00000000
417,4.44000000,59.00209645,-17.86339379,67.61283374,-5.52474243,453.51166767,270.87619919,270.87619919,345.94438661,0.00000000,0.60351858,0.12859906,0.12859906,0.26788236,0.00000000
418,4.45000000,59.06564147,-17.87105175,67.73995831,-5.55815031,453.61634185,271.02664443,271.02664443,346.64028944,0.00000000,0.60257941,0.12852398,0.12852398,0.26889661,0.00000000
419,4.46000000,59.12907469,-17.87867891,67.86704363,-5.59159090,453.72066689,271.17665412,271.17665412,347.33408646,0.00000000,0.60164325,0.12844886,0.12844886,0.26990789,0.00000000
420,4.47000000,59.19239646,-17.88627545,67.99408986,-5.62506406,453.82464462,271.32623025,271.32623025,348.02579457,0.00000000,0.60071009,0.12837369,0.12837369,0.27091621,0.00000000
421,4.48000000,59.25560710,-17.89384154,68.12109716,-5.65856966,453.92827686,271.47537479,271.47537479,348.71543044,0.00000000,0.59977992,0.12829849,0.12829849,0.27192160,0.00000000
422,4.49000000,59.31870694,-17.90137735,68.24806569,-5.69210758,454.03156542,271.62408967,271.62408967,349.40301054,0.00000000,0.59885271,0.12822324,0.12822324,0.27292405,0.00000000
423,4.50000000,59.38169630,-17.90888304,68.37499560,-5.72567768,454.13451208,271.77237685,271.77237685,350.08855110,0.00000000,0.59792847,0.12814794,0.12814794,0.27392359,0.00000000
424,4.51000000,59.44457553,-17.91635878,68.50188703,-5.75927985,454.23711861,271.92023821,271.92023821,350.77206818,0.00000000,0.59700716,0.12807261,0.12807261,0.27492022,0.00000000
425,4.52000000,59.50734492,-17.92380473,68.62874015,-5.79291395,454.33938677,272.06767568,272.06767568,351.45357760,0.00000000,0.59608878,0.12799725,0.12799725,0.27591397,0.00000000
426,4.53000000,59.57000482,-17.93122107,68.75555509,-5.82657986,454.44131830,272.21469112,272.21469112,352.13309499,0.00000000,0.59517332,0.12792184,0.12792184,0.27690484,0.00000000
427,4.54000000,59.63255553,-17.93860794,68.88233201,-5.86027745,454.54291492,272.36128641,272.36128641,352.81063579,0.00000000,0.59426075,0.12784640,0.12784640,0.27789285,0.00000000
428,4.55000000,59.69499738,-17.94596550,69.00907106,-5.89400661,454.64417833,272.50746340,272.50746340,353.48621524,0.00000000,0.59335107,0.12777092,0.12777092,0.27887801,0.00000000
429,4.56000000,59.75733068,-17.95329393,69.13577237,-5.92776722,454.74511024,272.65322393,272.65322393,354.15984838,0.00000000,0.59244426,0.12769541,0.12769541,0.27986033,0.00000000
430,4.57000000,59.81955575,-17.96059337,69.26243610,-5.96155915,454.84571233,272.79856981,272.79856981,354.83155010,0.00000000,0.59154030,0.12761987,0.12761987,0.28083983,0.00000000
431,4.58000000,59.88167289,-17.96786399,69.38906239,-5.99538228,454.94598625,272.94350286,272.94350286,355.50133505,0.00000000,0.59063919,0.12754429,0.12754429,0.28181652,0.00000000
432,4.59000000,59.94368243,-17.97510593,69.51565138,-6.02923649,455.04593366,273.08802486,273.08802486,356.16921774,0.00000000,0.58974090,0.12746868,0.12746868,0.28279041,0.00000000
433,4.60000000,60.00558468,-17.98231934,69.64220321,-6.06312167,455.14555619,273.23213760,273.23213760,356.83521248,0.00000000,0.58884543,0.12739305,0.12739305,0.28376152,0.00000000
434,4.61000000,60.06741417,-17.98892151,69.76789957,-6.09771978,455.23881880,273.36978501,273.36978501,357.46974261,25.43559985,0.58792937,0.12730892,0.12730892,0.28465916,0.00010255
435,4.62000000,60.12915167,-17.99529355,69.89327492,-6.13258540,455.32967149,273.50493404,273.50493404,358.09226257,33.81726365,0.58700811,0.12722186,0.12722186,0.28552955,0.00024048
436,4.63000000,60.19079725,-18.00145944,70.01836261,-6.16769076,455.41836363,273.63783632,273.63783632,358.70403401,40.41327192,0.58608262,0.12713223,0.12713223,0.28637560,0.00040954
437,4.64000000,60.25234988,-18.00745643,70.14321469,-6.20299245,455.50528189,273.76888094,273.76888094,359.30698238,46.01291981,0.58515442,0.12704058,0.12704058,0.28720184,0.00060316
438,4.65000000,60.31380922,-18.01330726,70.26786288,-6.23846407,455.59066226,273.89830560,273.89830560,359.90228859,50.95384052,0.58422443,0.12694725,0.12694725,0.28801101,0.00081731
439,4.66000000,60.37517522,-18.01902768,70.39232913,-6.27408732,455.67466848,274.02627538,274.02627538,360.49077559,55.41763038,0.58329327,0.12685247,0.12685247,0.28880504,0.00104922
440,4.67000000,60.43644798,-18.02462945,70.51662979,-6.30984855,455.75742284,274.15291369,274.15291369,361.07306059,59.51529374,0.58236142,0.12675641,0.12675641,0.28958536,0.00129681
441,4.68000000,60.49762768,-18.03012181,70.64077768,-6.34573711,455.83902125,274.27831736,274.27831736,361.64962939,63.32055760,0.58142924,0.12665922,0.12665922,0.29035308,0.00155846
442,4.69000000,60.55871455,-18.03551223,70.76478317,-6.38174434,455.91954154,274.40256508,274.40256508,362.22087764,66.88534438,0.58049703,0.12656099,0.12656099,0.29110912,0.00183286
443,4.70000000,60.61970886,-18.04080694,70.88865487,-6.41786306,455.99904853,274.52572239,274.52572239,362.78713597,70.24785329,0.57956503,0.12646184,0.12646184,0.29185424,0.00211890
444,4.71000000,60.68061092,-18.04601124,71.01240011,-6.45408718,456.07759729,274.64784508,274.64784508,363.34868616,73.43715604,0.57863345,0.12636183,0.12636183,0.29258907,0.00241565
445,4.72000000,60.74142102,-18.05112969,71.13602518,-6.49041143,456.15523538,274.76898131,274.76898131,363.90577226,76.47598504,0.57770246,0.12626103,0.12626103,0.29331418,0.00272233
446,4.73000000,60.80213948,-18.05616630,71.25953560,-6.52683123,456.23200441,274.88917328,274.88917328,364.45860839,79.38251382,0.57677220,0.12615951,0.12615951,0.29403005,0.00303824
447,4.74000000,60.86276662,-18.06112458,71.38293622,-6.56334254,456.30794119,275.00845835,275.00845835,365.00738443,82.17154201,0.57584283,0.12605731,0.12605731,0.29473712,0.00336275
448,4.75000000,60.92330277,-18.06600771,71.50623139,-6.59994173,456.38307858,275.12686989,275.12686989,365.55227033,84.85531151,0.57491443,0.12595448,0.12595448,0.29543576,0.00369532
449,4.76000000,60.98374825,-18.07081852,71.62942500,-6.63662555,456.45744616,275.24443796,275.24443796,366.09341942,87.44408519,0.57398713,0.12585107,0.12585107,0.29612634,0.00403546
450,4.77000000,61.04410338,-18.07555958,71.75252056,-6.67339108,456.53107074,275.36118983,275.36118983,366.63097095,89.94656739,0.57306101,0.12574712,0.12574712,0.29680915,0.00438272
451,4.78000000,61.10436850,-18.08023323,71.87552130,-6.71023564,456.60397677,275.47715037,275.47715037,367.16505212,92.37021613,0.57213616,0.12564264,0.12564264,0.29748450,0.00473670
452,4.79000000,61.16454391,-18.08484164,71.99843015,-6.74715677,456.67618664,275.59234241,275.59234241,367.69577978,94.72147929,0.57121264,0.12553769,0.12553769,0.29815263,0.00509704
453,4.80000000,61.22462995,-18.08938678,72.12124981,-6.78415223,456.74772101,275.70678698,275.70678698,368.22326175,97.00597611,0.57029052,0.12543229,0.12543229,0.29881380,0.00546339
454,4.81000000,61.28462694,-18.09387048,72.24398278,-6.82121994,456.81859895,275.82050357,275.82050357,368.74759793,99.22863891,0.56936986,0.12532646,0.12532646,0.29946822,0.00583545
455,4.82000000,61.34453518,-18.09829444,72.36663137,-6.85835797,456.88883820,275.93351027,275.93351027,369.26888120,101.39382504,0.56845073,0.12522024,0.12522024,0.30011611,0.00621292
456,4.83000000,61.40435500,-18.10266025,72.48919774,-6.89556452,456.95845529,276.04582394,276.04582394,369.78719829,103.50540644,0.56753316,0.12511363,0.12511363,0.30075767,0.00659554
457,4.84000000,61.46408670,-18.10696940,72.61168389,-6.93283792,457.02746564,276.15746039,276.15746039,370.30263034,105.56684202,0.56661721,0.12500667,0.12500667,0.30139306,0.00698305
458,4.85000000,61.52373059,-18.11122326,72.73409171,-6.97017660,457.09588375,276.26843441,276.26843441,370.81525353,107.58123676,0.56570291,0.12489938,0.12489938,0.30202247,0.00737524
459,4.86000000,61.58328698,-18.11542315,72.85642296,-7.00757908,457.16372322,276.37875994,276.37875994,371.32513955,109.55139033,0.56479031,0.12479177,0.12479177,0.30264605,0.00777187
460,4.87000000,61.64275616,-18.11957030,72.97867932,-7.04504399,457.23099687,276.48845012,276.48845012,371.83235604,111.47983748,0.56387943,0.12468386,0.12468386,0.30326396,0.00817275
461,4.88000000,61.70213845,-18.12366587,73.10086234,-7.08257000,457.29771683,276.59751737,276.59751737,372.33696692,113.36888181,0.56297032,0.12457567,0.12457567,0.30387633,0.00857768
462,4.89000000,61.76143413,-18.12771095,73.22297351,-7.12015590,457.36389455,276.70597343,276.70597343,372.83903277,115.22062418,0.56206300,0.12446721,0.12446721,0.30448330,0.00898649
463,4.90000000,61.82064349,-18.13170660,73.34501424,-7.15780050,457.42954090,276.81382946,276.81382946,373.33861105,117.03698680,0.56115749,0.12435850,0.12435850,0.30508501,0.00939900
464,4.91000000,61.87976684,-18.13565381,73.46698586,-7.19550269,457.49466621,276.92109608,276.92109608,373.83575643,118.81973377,0.56025383,0.12424956,0.12424956,0.30568156,0.00981505
465,4.92000000,61.93880445,-18.13955352,73.58888963,-7.23326143,457.55928032,277.02778338,277.02778338,374.33052092,120.57048866,0.55935204,0.12414039,0.12414039,0.30627309,0.01023449
466,4.93000000,61.99775661,-18.14340662,73.71072677,-7.27107570,457.62339258,277.13390100,277.13390100,374.82295417,122.29074969,0.55845213,0.12403101,0.12403101,0.30685969,0.01065718
467,4.94000000,62.05662360,-18.14721398,73.83249841,-7.30894455,457.68701193,277.23945812,277.23945812,375.31310356,123.98190282,0.55755413,0.12392142,0.12392142,0.30744147,0.01108297
468,4.95000000,62.11540570,-18.15097642,73.95420567,-7.34686705,457.75014693,277.34446357,277.34446357,375.80101442,125.64523318,0.55665806,0.12381165,0.12381165,0.30801855,0.01151174
469,4.96000000,62.17410319,-18.15469472,74.07584958,-7.38484235,457.81280575,277.44892575,277.44892575,376.28673016,127.28193500,0.55576393,0.12370171,0.12370171,0.30859100,0.01194337
470,4.97000000,62.23271635,-18.15836964,74.19743117,-7.42286959,457.87499623,277.55285276,277.55285276,376.77029238,128.89312039,0.55487175,0.12359159,0.12359159,0.30915893,0.01237773
471,4.98000000,62.29124543,-18.16200190,74.31895137,-7.46094798,457.93672589,277.65625235,277.65625235,377.25174101,130.47982695,0.55398155,0.12348132,0.12348132,0.30972241,0.01281472
472,4.99000000,62.34969072,-18.16559219,74.44041114,-7.49907674,457.99800196,277.75913198,277.75913198,377.73111442,132.04302461,0.55309334,0.12337089,0.12337089,0.31028155,0.01325422
473,5.00000000,62.40805248,-18.16914119,74.56181134,-7.53725513,458.05883138,277.86149883,277.86149883,378.20844950,133.58362163,0.55220712,0.12326033,0.12326033,0.31083642,0.01369613
474,5.01000000,62.46633097,-18.17264953,74.68315283,-7.57548245,458.11922083,277.96335980,277.96335980,378.68378176,135.10246992,0.55132290,0.12314964,0.12314964,0.31138710,0.01414036
475,5.02000000,62.52452645,-18.17611783,74.80443645,-7.61375801,458.17917677,278.06472155,278.06472155,379.15714542,136.60036980,0.55044071,0.12303883,0.12303883,0.31193366,0.01458680
476,5.03000000,62.58263919,-18.17954669,74.92566297,-7.65208115,458.23870539,278.16559052,278.16559052,379.62857348,138.07807429,0.54956054,0.12292790,0.12292790,0.31247618,0.01503538
477,5.04000000,62.64066944,-18.18293669,75.04683316,-7.69045123,458.29781270,278.26597290,278.26597290,380.09809778,139.53629289,0.54868241,0.12281686,0.12281686,0.31301473,0.01548600
478,5.05000000,62.69861745,-18.18628838,75.16794776,-7.72886764,458.35650447,278.36587470,278.36587470,380.56574908,140.97569503,0.54780632,0.12270572,0.12270572,0.31354938,0.01593858
479,5.06000000,62.75648349,-18.18960231,75.28900748,-7.76732979,458.41478631,278.46530171,278.46530171,381.03155710,142.39691315,0.54693228,0.12259449,0.12259449,0.31408019,0.01639304
480,5.07000000,62.81426779,-18.19287899,75.41001300,-7.80583710,458.47266363,278.56425956,278.56425956,381.49555060,143.80054548,0.54606030,0.12248318,0.12248318,0.31460723,0.01684930
481,5.08000000,62.87197060,-18.19611893,75.53096500,-7.84438902,458.53014168,278.66275368,278.66275368,381.95775741,145.18715862,0.54519037,0.12237178,0.12237178,0.31513055,0.01730729
482,5.09000000,62.92959218,-18.19932262,75.65186411,-7.88298501,458.58722551,278.76078934,278.76078934,382.41820448,146.55728973,0.54432251,0.12226031,0.12226031,0.31565023,0.01776694
483,5.10000000,62.98713277,-18.20249053,75.77271096,-7.92162455,458.64392007,278.85837166,278.85837166,382.87691793,147.91144872,0.54345673,0.12214877,0.12214877,0.31616632,0.01822818
484,5.11000000,63.04459261,-18.20562312,75.89350615,-7.96030714,458.70023012,278.95550560,278.95550560,383.33392309,149.25012009,0.54259301,0.12203717,0.12203717,0.31667887,0.01869095
485,5.12000000,63.10197193,-18.20872084,76.01425028,-7.99903230,458.75616029,279.05219598,279.05219598,383.78924453,150.57376464,0.54173137,0.12192551,0.12192551,0.31718794,0.01915518
486,5.13000000,63.15927098,-18.21178412,76.13494390,-8.03779954,458.81171509,279.14844749,279.14844749,384.24290611,151.88282112,0.54087182,0.12181380,0.12181380,0.31769357,0.01962081
487,5.14000000,63.21649000,-18.21481338,76.25558757,-8.07660840,458.86689888,279.24426468,279.24426468,384.69493101,153.17770763,0.54001434,0.12170205,0.12170205,0.31819584,0.02008777
488,5.15000000,63.27362922,-18.21780904,76.37618183,-8.11545845,458.92171592,279.33965198,279.33965198,385.14534173,154.45882294,0.53915895,0.12159025,0.12159025,0.31869477,0.02055603
489,5.16000000,63.33068887,-18.22077149,76.49672720,-8.15434924,458.97617033,279.43461369,279.43461369,385.59416018,155.72654776,0.53830564,0.12147842,0.12147842,0.31919043,0.02102551
490,5.17000000,63.38766918,-18.22370111,76.61722419,-8.19328035,459.03026615,279.52915403,279.52915403,386.04140765,156.98124581,0.53745443,0.12136655,0.12136655,0.31968286,0.02149617
491,5.18000000,63.44457038,-18.22659830,76.73767328,-8.23225138,459.08400729,279.62327707,279.62327707,386.48710486,158.22326490,0.53660529,0.12125466,0.12125466,0.32017210,0.02196795
492,5.19000000,63.50139270,-18.22946341,76.85807496,-8.27126191,459.13739757,279.71698681,279.71698681,386.93127199,159.45293787,0.53575825,0.12114274,0.12114274,0.32065820,0.02244081
493,5.20000000,63.55813637,-18.23229681,76.97842970,-8.31031157,459.19044070,279.81028713,279.81028713,387.37392868,160.67058344,0.53491330,0.12103080,0.12103080,0.32114121,0.02291469
494,5.21000000,63.61480161,-18.23509884,77.09873795,-8.34939996,459.24314031,279.90318183,279.90318183,387.81509409,161.87650709,0.53407043,0.12091885,0.12091885,0.32162117,0.02338956
495,5.22000000,63.67138864,-18.23786985,77.21900016,-8.38852673,459.29549994,279.99567460,279.99567460,388.25478688,163.07100176,0.53322965,0.12080688,0.12080688,0.32209811,0.02386536
496,5.23000000,63.72789768,-18.24061017,77.33921676,-8.42769151,459.34752304,280.08776906,280.08776906,388.69302524,164.25434861,0.53239096,0.12069491,0.12069491,0.32257208,0.02434205
497,5.24000000,63.78432896,-18.24332013,77.45938817,-8.46689394,459.39921298,280.17946873,280.17946873,389.12982694,165.42681762,0.53155435,0.12058294,0.12058294,0.32304312,0.02481959
498,5.25000000,63.84068268,-18.24600005,77.57951481,-8.50613369,459.45057305,280.27077708,280.27077708,389.56520929,166.58866822,0.53071982,0.12047096,0.12047096,0.32351127,0.02529795
499,5.26000000,63.89695908,-18.24865022,77.69959708,-8.54541041,459.50160646,280.36169746,280.36169746,389.99918922,167.74014986,0.52988738,0.12035899,0.12035899,0.32397656,0.02577707
500,5.27000000,63.95315835,-18.25127097,77.81963537,-8.58472378,459.55231635,280.45223317,280.45223317,390.43178323,168.88150253,0.52905702,0.12024702,0.12024702,0.32443903,0.02625692
501,5.28000000,64.00928072,-18.25386259,77.93963007,-8.62407349,459.60270580,280.54238744,280.54238744,390.86300746,170.01295726,0.52822874,0.12013506,0.12013506,0.32489872,0.02673747
502,5.29000000,64.06532640,-18.25642536,78.05958155,-8.66345921,459.65277780,280.63216343,280.63216343,391.29287766,171.13473657,0.52740254,0.12002311,0.12002311,0.32535567,0.02721868
503,5.30000000,64.12129560,-18.25895957,78.17949018,-8.70288064,459.70253530,280.72156421,280.72156421,391.72140926,172.24705491,0.52657841,0.11991118,0.11991118,0.32580990,0.02770051
504,5.31000000,64.17718853,-18.26146551,78.29935632,-8.74233748,459.75198116,280.81059282,280.81059282,392.14861730,173.35011904,0.52575635,0.11979927,0.11979927,0.32626145,0.02818293
505,5.32000000,64.23300539,-18.26394344,78.41918031,-8.78182944,459.80111821,280.89925221,280.89925221,392.57451653,174.44412846,0.52493636,0.11968737,0.11968737,0.32671036,0.02866591
506,5.33000000,64.28874639,-18.26639362,78.53896252,-8.82135623,459.84994920,280.98754529,280.98754529,392.99912136,175.52927568,0.52411844,0.11957550,0.11957550,0.32715665,0.02914941
507,5.34000000,64.34441174,-18.26881633,78.65870326,-8.86091757,459.89847682,281.07547490,281.07547490,393.42244589,176.60574664,0.52330258,0.11946366,0.11946366,0.32760036,0.02963340
508,5.35000000,64.40000163,-18.27121182,78.77840288,-8.90051318,459.94670373,281.16304382,281.16304382,393.84450393,177.67372096,0.52248878,0.11935185,0.11935185,0.32804151,0.03011785
509,5.36000000,64.45551629,-18.27358034,78.89806169,-8.94014280,459.99463250,281.25025479,281.25025479,394.26530899,178.73337226,0.52167704,0.11924007,0.11924007,0.32848015,0.03060274
510,5.37000000,64.51095589,-18.27592213,79.01768002,-8.97980616,460.04226569,281.33711049,281.33711049,394.68487431,179.78486844,0.52086735,0.11912832,0.11912832,0.32891629,0.03108804
511,5.38000000,64.56632065,-18.27823744,79.13725816,-9.01950301,460.08960578,281.42361354,281.42361354,395.10321285,180.82837191,0.52005971,0.11901660,0.11901660,0.32934997,0.03157371
512,5.39000000,64.62161077,-18.28052650,79.25679643,-9.05923309,460.13665522,281.50976654,281.50976654,395.52033732,181.86403987,0.51925412,0.11890493,0.11890493,0.32978122,0.03205974
513,5.40000000,64.67682643,-18.28278956,79.37629513,-9.09899614,460.18341639,281.59557200,281.59557200,395.93626017,182.89202452,0.51845057,0.11879329,0.11879329,0.33021005,0.03254609
514,5.41000000,64.73196784,-18.28502682,79.49575454,-9.13879194,460.22989166,281.68103242,281.68103242,396.35099360,183.91247330,0.51764905,0.11868170,0.11868170,0.33063651,0.03303273
515,5.42000000,64.78703520,-18.28723853,79.61517495,-9.17862023,460.27608334,281.76615025,281.76615025,396.76454956,184.92552905,0.51684957,0.11857016,0.11857016,0.33106062,0.03351966
516,5.43000000,64.84202869,-18.28942490,79.73455666,-9.21848079,460.32199367,281.85092786,281.85092786,397.17693981,185.93133027,0.51605212,0.11845866,0.11845866,0.33148239,0.03400683
517,5.44000000,64.89694851,-18.29158614,79.85389992,-9.25837338,460.36762490,281.93536764,281.93536764,397.58817584,186.93001124,0.51525670,0.11834720,0.11834720,0.33190187,0.03449423
518,5.45000000,64.95179485,-18.29372248,79.97320502,-9.29829777,460.41297921,282.01947188,282.01947188,397.99826895,187.92170224,0.51446329,0.11823580,0.11823580,0.33231907,0.03498183
519,5.46000000,65.00656790,-18.29583411,80.09247222,-9.33825375,460.45805874,282.10324286,282.10324286,398.40723022,188.90652970,0.51367191,0.11812445,0.11812445,0.33273402,0.03546962
520,5.47000000,65.06126785,-18.29792124,80.21170178,-9.37824109,460.50286560,282.18668284,282.18668284,398.81507051,189.88461634,0.51288253,0.11801316,0.11801316,0.33314675,0.03595756
521,5.48000000,65.11589489,-18.29998408,80.33089396,-9.41825959,460.54740186,282.26979399,282.26979399,399.22180050,190.85608136,0.51209516,0.11790192,0.11790192,0.33355727,0.03644565
522,5.49000000,65.17044921,-18.30202283,80.45004902,-9.45830903,460.59166957,282.35257849,282.35257849,399.62743068,191.82104052,0.51130980,0.11779074,0.11779074,0.33396561,0.03693385
523,5.50000000,65.22493099,-18.30403767,80.56916719,-9.49838920,460.63567072,282.43503847,282.43503847,400.03197134,192.77960635,0.51052643,0.11767962,0.11767962,0.33437180,0.03742216
524,5.51000000,65.27934042,-18.30602880,80.68824873,-9.53849990,460.67940729,282.51717602,282.51717602,400.43543257,193.73188821,0.50974505,0.11756856,0.11756856,0.33477585,0.03791054
525,5.52000000,65.33367769,-18.30799641,80.80729388,-9.57864093,460.72288122,282.59899320,282.59899320,400.83782432,194.67799243,0.50896567,0.11745756,0.11745756,0.33517779,0.03839898
526,5.53000000,65.38794296,-18.30994069,80.92630287,-9.61881209,460.76609440,282.68049204,282.68049204,401.23915634,195.61802246,0.50818826,0.11734663,0.11734663,0.33557764,0.03888747
527,5.54000000,65.44213644,-18.31186181,81.04527594,-9.65901319,460.80904871,282.76167454,282.76167454,401.63943822,196.55207892,0.50741284,0.11723576,0.11723576,0.33597542,0.03937598
528,5.55000000,65.49625829,-18.31375996,81.16421331,-9.69924404,460.85174601,282.84254266,282.84254266,402.03867937,197.48025977,0.50663939,0.11712495,0.11712495,0.33637116,0.03986450
529,5.56000000,65.55030871,-18.31563532,81.28311521,-9.73950445,460.89418810,282.92309834,282.92309834,402.43688907,198.40266033,0.50586790,0.11701422,0.11701422,0.33676487,0.04035301
530,5.57000000,65.60428786,-18.31748806,81.40198186,-9.77979423,460.93637678,283.00334348,283.00334348,402.83407641,199.31937347,0.50509838,0.11690356,0.11690356,0.33715657,0.04084149
531,5.58000000,65.65819593,-18.31931835,81.52081348,-9.82011321,460.97831380,283.08327997,283.08327997,403.23025036,200.23048961,0.50433082,0.11679296,0.11679296,0.33754629,0.04132993
532,5.59000000,65.71203309,-18.32112636,81.63961028,-9.86046121,461.02000090,283.16290965,283.16290965,403.62541972,201.13609687,0.50356521,0.11668244,0.11668244,0.33793404,0.04181831
533,5.60000000,65.76579952,-18.32291226,81.75837247,-9.90083804,461.06143978,283.24223436,283.24223436,404.01959316,202.03628111,0.50280154,0.11657200,0.11657200,0.33831985,0.04230662
534,5.61000000,65.81949540,-18.32467621,81.87710027,-9.94124354,461.10263213,283.32125588,283.32125588,404.41277919,202.93112604,0.50203982,0.11646162,0.11646162,0.33870372,0.04279483
535,5.62000000,65.87312090,-18.32641837,81.99579388,-9.98167754,461.14357960,283.39997598,283.39997598,404.80498620,203.82071328,0.50128003,0.11635132,0.11635132,0.33908569,0.04328295
